nom,val
BLANK,NA
CONTROL,0.7688694967124199
S3_02,0.6587301587301587
S3_03,0.4825526224982747
S3_04,0.6759973113833654
S3_05,0.8625705739560509
S3_06,0.7517422943323219
S3_07,0.663491856191347
S3_08,0.9389148489296557
S3_09,0.859581528621385
S3_10,0.7383765755434001
S3_11,0.4125228144671658
S3_12,0.5799900350705384
S3_13,0.6728483714488053
S3_14,1.1199475276043607
S3_15,1.7900744128362147
S3_16,1.0484383624012905
S3_17,1.7128344294815006
S3_18,2.277439947811095
S3_19,1.8270806214502664
S3_20,1.7728616412826939
S3_21,1.5162471016531758
S3_22,1.3751265581171472
S3_23,2.5385014633427496
S3_24,0.43727427958354104
S3_25,5.006857376299741
S3_26,1.3776962352690234
S3_27,0.5021152526233472
S3_28,0.835560202935595
S3_29,1.6174663678695345
S3_30,3.369553713574142
S3_31,1.4781527939422674
S3_32,1.0238904846385628
S3_33,1.130752296313838
S3_34,0.9725566256465132
S3_35,1.2820706384434981
S3_36,2.1544640289247705
S3_37,1.9514771212564082
S3_38,1.5895270964295984
S3_39,1.832005777723271
S3_40,1.8869661266568487
étalon 0,NA
étalon 1,NA
étalon 2,NA
étalon 3,NA
