"block","plotID","plotName","tree_species_richness","mycorrhizal_type","composition","trapID","Acer pseudoplatanus (g)","Aesculus hippocastanum (g)","Betula pendula (g)","Carpinus betulus (g)","Fagus sylvatica (g)","Fraxinus excelsior (g)","Prunus avium (g)","Quercus petraea (g)","Sorbus aucuparia (g)","Tilia platyphyllos (g)","other (g)","trap_condition","month","div","blk","myc","sr","sr_myc","month1"
1,1,"1.AE2",2,"AMF+EMF","Pr|Ti","A",NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,"ok","March","2","1","AM + EM",2,"2_AM + EM","March"
1,1,"1.AE2",2,"AMF+EMF","Pr|Ti","B",NA,NA,NA,NA,NA,NA,0,NA,NA,0,0.426,"ok","March","2","1","AM + EM",2,"2_AM + EM","March"
1,1,"1.AE2",2,"AMF+EMF","Pr|Ti","C",NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,"ok","March","2","1","AM + EM",2,"2_AM + EM","March"
1,1,"1.AE2",2,"AMF+EMF","Pr|Ti","A",NA,NA,NA,NA,NA,NA,0,NA,NA,0,0.178,"ok","April","2","1","AM + EM",2,"2_AM + EM","April"
1,1,"1.AE2",2,"AMF+EMF","Pr|Ti","B",NA,NA,NA,NA,NA,NA,0,NA,NA,0,0.757,"ok","April","2","1","AM + EM",2,"2_AM + EM","April"
1,1,"1.AE2",2,"AMF+EMF","Pr|Ti","C",NA,NA,NA,NA,NA,NA,0,NA,NA,0,0.087,"ok","April","2","1","AM + EM",2,"2_AM + EM","April"
1,1,"1.AE2",2,"AMF+EMF","Pr|Ti","A",NA,NA,NA,NA,NA,NA,0.356,NA,NA,0.066,0.057,"ok","May","2","1","AM + EM",2,"2_AM + EM","May"
1,1,"1.AE2",2,"AMF+EMF","Pr|Ti","B",NA,NA,NA,NA,NA,NA,0.026,NA,NA,0,0,"ok","May","2","1","AM + EM",2,"2_AM + EM","May"
1,1,"1.AE2",2,"AMF+EMF","Pr|Ti","C",NA,NA,NA,NA,NA,NA,0.012,NA,NA,0,0,"ok","May","2","1","AM + EM",2,"2_AM + EM","May"
1,1,"1.AE2",2,"AMF+EMF","Pr|Ti","A",NA,NA,NA,NA,NA,NA,1.616,NA,NA,0,0.056,"ok","June","2","1","AM + EM",2,"2_AM + EM","June"
1,1,"1.AE2",2,"AMF+EMF","Pr|Ti","B",NA,NA,NA,NA,NA,NA,1.293,NA,NA,0.205,0,"ok","June","2","1","AM + EM",2,"2_AM + EM","June"
1,1,"1.AE2",2,"AMF+EMF","Pr|Ti","C",NA,NA,NA,NA,NA,NA,1.15,NA,NA,0,0.173,"ok","June","2","1","AM + EM",2,"2_AM + EM","June"
1,1,"1.AE2",2,"AMF+EMF","Pr|Ti","A",NA,NA,NA,NA,NA,NA,4.17,NA,NA,2.63,NA,"ok","July","2","1","AM + EM",2,"2_AM + EM","July"
1,1,"1.AE2",2,"AMF+EMF","Pr|Ti","B",NA,NA,NA,NA,NA,NA,4.6,NA,NA,0.883,NA,"ok","July","2","1","AM + EM",2,"2_AM + EM","July"
1,1,"1.AE2",2,"AMF+EMF","Pr|Ti","C",NA,NA,NA,NA,NA,NA,5.96,NA,NA,0.653,1.076,"ok","July","2","1","AM + EM",2,"2_AM + EM","July"
1,1,"1.AE2",2,"AMF+EMF","Pr|Ti","A",NA,NA,NA,NA,NA,NA,5.662,NA,NA,3.098,0.297,"ok","August","2","1","AM + EM",2,"2_AM + EM","August"
1,1,"1.AE2",2,"AMF+EMF","Pr|Ti","B",NA,NA,NA,NA,NA,NA,5.342,NA,NA,2.012,0.48,"ok","August","2","1","AM + EM",2,"2_AM + EM","August"
1,1,"1.AE2",2,"AMF+EMF","Pr|Ti","C",NA,NA,NA,NA,NA,NA,4.287,NA,NA,1.743,0.186,"ok","August","2","1","AM + EM",2,"2_AM + EM","August"
1,1,"1.AE2",2,"AMF+EMF","Pr|Ti","A",NA,NA,NA,NA,NA,NA,11.05,NA,NA,2.89,0.39,"ok","September","2","1","AM + EM",2,"2_AM + EM","September"
1,1,"1.AE2",2,"AMF+EMF","Pr|Ti","B",NA,NA,NA,NA,NA,NA,9.52,NA,NA,4.75,0.06,"ok","September","2","1","AM + EM",2,"2_AM + EM","September"
1,1,"1.AE2",2,"AMF+EMF","Pr|Ti","C",NA,NA,NA,NA,NA,NA,7.95,NA,NA,4.92,0.59,"ok","September","2","1","AM + EM",2,"2_AM + EM","September"
1,1,"1.AE2",2,"AMF+EMF","Pr|Ti","A",NA,NA,NA,NA,NA,NA,38.16,NA,NA,29.89,0.18,"ok","October","2","1","AM + EM",2,"2_AM + EM","October"
1,1,"1.AE2",2,"AMF+EMF","Pr|Ti","B",NA,NA,NA,NA,NA,NA,41.28,NA,NA,27.31,0.22,"ok","October","2","1","AM + EM",2,"2_AM + EM","October"
1,1,"1.AE2",2,"AMF+EMF","Pr|Ti","C",NA,NA,NA,NA,NA,NA,27.68,NA,NA,8.75,0.06,"ok","October","2","1","AM + EM",2,"2_AM + EM","October"
1,1,"1.AE2",2,"AMF+EMF","Pr|Ti","A",NA,NA,NA,NA,NA,NA,27.78,NA,NA,13.26,1.78,"ok","November","2","1","AM + EM",2,"2_AM + EM","November"
1,1,"1.AE2",2,"AMF+EMF","Pr|Ti","B",NA,NA,NA,NA,NA,NA,15.97,NA,NA,4.08,2.09,"ok","November","2","1","AM + EM",2,"2_AM + EM","November"
1,1,"1.AE2",2,"AMF+EMF","Pr|Ti","C",NA,NA,NA,NA,NA,NA,26.04,NA,NA,7.6,0.19,"ok","November","2","1","AM + EM",2,"2_AM + EM","November"
1,1,"1.AE2",2,"AMF+EMF","Pr|Ti","A",NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,"no_stone","December","2","1","AM + EM",2,"2_AM + EM","December"
1,1,"1.AE2",2,"AMF+EMF","Pr|Ti","B",NA,NA,NA,NA,NA,NA,0.543,NA,NA,0,0,"ok","December","2","1","AM + EM",2,"2_AM + EM","December"
1,1,"1.AE2",2,"AMF+EMF","Pr|Ti","C",NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,"broken","December","2","1","AM + EM",2,"2_AM + EM","December"
1,1,"1.AE2",2,"AMF+EMF","Pr|Ti","A",NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,"ok","January","2","1","AM + EM",2,"2_AM + EM","January"
1,1,"1.AE2",2,"AMF+EMF","Pr|Ti","B",NA,NA,NA,NA,NA,NA,0,NA,NA,0.431,0,"ok","January","2","1","AM + EM",2,"2_AM + EM","January"
1,1,"1.AE2",2,"AMF+EMF","Pr|Ti","C",NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,"ok","January","2","1","AM + EM",2,"2_AM + EM","January"
1,1,"1.AE2",2,"AMF+EMF","Pr|Ti","A",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,"ok","February","2","1","AM + EM",2,"2_AM + EM","February"
1,1,"1.AE2",2,"AMF+EMF","Pr|Ti","B",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,"ok","February","2","1","AM + EM",2,"2_AM + EM","February"
1,1,"1.AE2",2,"AMF+EMF","Pr|Ti","C",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,"ok","February","2","1","AM + EM",2,"2_AM + EM","February"
1,2,"2.E1",1,"EMF","Fa","A",NA,NA,NA,NA,1.75,NA,NA,NA,NA,NA,0,"ok","March","1","1","EM",1,"1_EM","March"
1,2,"2.E1",1,"EMF","Fa","B",NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA,0.14,"ok","March","1","1","EM",1,"1_EM","March"
1,2,"2.E1",1,"EMF","Fa","C",NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,0.28,"ok","March","1","1","EM",1,"1_EM","March"
1,2,"2.E1",1,"EMF","Fa","A",NA,NA,NA,NA,22.45,NA,NA,NA,NA,NA,0,"ok","April","1","1","EM",1,"1_EM","April"
1,2,"2.E1",1,"EMF","Fa","B",NA,NA,NA,NA,24.23,NA,NA,NA,NA,NA,0.131,"ok","April","1","1","EM",1,"1_EM","April"
1,2,"2.E1",1,"EMF","Fa","C",NA,NA,NA,NA,13.07,NA,NA,NA,NA,NA,0,"ok","April","1","1","EM",1,"1_EM","April"
1,2,"2.E1",1,"EMF","Fa","A",NA,NA,NA,NA,9.019,NA,NA,NA,NA,NA,0.045,"ok","May","1","1","EM",1,"1_EM","May"
1,2,"2.E1",1,"EMF","Fa","B",NA,NA,NA,NA,7.073,NA,NA,NA,NA,NA,0.015,"ok","May","1","1","EM",1,"1_EM","May"
1,2,"2.E1",1,"EMF","Fa","C",NA,NA,NA,NA,3.165,NA,NA,NA,NA,NA,0.024,"ok","May","1","1","EM",1,"1_EM","May"
1,2,"2.E1",1,"EMF","Fa","A",NA,NA,NA,NA,8.07,NA,NA,NA,NA,NA,0,"ok","June","1","1","EM",1,"1_EM","June"
1,2,"2.E1",1,"EMF","Fa","B",NA,NA,NA,NA,14.03,NA,NA,NA,NA,NA,0,"ok","June","1","1","EM",1,"1_EM","June"
1,2,"2.E1",1,"EMF","Fa","C",NA,NA,NA,NA,6.44,NA,NA,NA,NA,NA,0.252,"ok","June","1","1","EM",1,"1_EM","June"
1,2,"2.E1",1,"EMF","Fa","A",NA,NA,NA,NA,13.95,NA,NA,NA,NA,NA,NA,"ok","July","1","1","EM",1,"1_EM","July"
1,2,"2.E1",1,"EMF","Fa","B",NA,NA,NA,NA,15.35,NA,NA,NA,NA,NA,0.681,"ok","July","1","1","EM",1,"1_EM","July"
1,2,"2.E1",1,"EMF","Fa","C",NA,NA,NA,NA,10.21,NA,NA,NA,NA,NA,NA,"ok","July","1","1","EM",1,"1_EM","July"
1,2,"2.E1",1,"EMF","Fa","A",NA,NA,NA,NA,3.63,NA,NA,NA,NA,NA,0.644,"ok","August","1","1","EM",1,"1_EM","August"
1,2,"2.E1",1,"EMF","Fa","B",NA,NA,NA,NA,2.579,NA,NA,NA,NA,NA,0.167,"ok","August","1","1","EM",1,"1_EM","August"
1,2,"2.E1",1,"EMF","Fa","C",NA,NA,NA,NA,4.41,NA,NA,NA,NA,NA,0.66,"ok","August","1","1","EM",1,"1_EM","August"
1,2,"2.E1",1,"EMF","Fa","A",NA,NA,NA,NA,5.66,NA,NA,NA,NA,NA,0.27,"ok","September","1","1","EM",1,"1_EM","September"
1,2,"2.E1",1,"EMF","Fa","B",NA,NA,NA,NA,7.07,NA,NA,NA,NA,NA,0.81,"ok","September","1","1","EM",1,"1_EM","September"
1,2,"2.E1",1,"EMF","Fa","C",NA,NA,NA,NA,3.03,NA,NA,NA,NA,NA,0.92,"ok","September","1","1","EM",1,"1_EM","September"
1,2,"2.E1",1,"EMF","Fa","A",NA,NA,NA,NA,18.67,NA,NA,NA,NA,NA,1.71,"ok","October","1","1","EM",1,"1_EM","October"
1,2,"2.E1",1,"EMF","Fa","B",NA,NA,NA,NA,21.05,NA,NA,NA,NA,NA,1.83,"ok","October","1","1","EM",1,"1_EM","October"
1,2,"2.E1",1,"EMF","Fa","C",NA,NA,NA,NA,38.58,NA,NA,NA,NA,NA,2.65,"ok","October","1","1","EM",1,"1_EM","October"
1,2,"2.E1",1,"EMF","Fa","A",NA,NA,NA,NA,109.48,NA,NA,NA,NA,NA,3.9,"ok","November","1","1","EM",1,"1_EM","November"
1,2,"2.E1",1,"EMF","Fa","B",NA,NA,NA,NA,87.62,NA,NA,NA,NA,NA,5.48,"ok","November","1","1","EM",1,"1_EM","November"
1,2,"2.E1",1,"EMF","Fa","C",NA,NA,NA,NA,110.57,NA,NA,NA,NA,NA,10.74,"ok","November","1","1","EM",1,"1_EM","November"
1,2,"2.E1",1,"EMF","Fa","A",NA,NA,NA,NA,5.27,NA,NA,NA,NA,NA,0.165,"ok","December","1","1","EM",1,"1_EM","December"
1,2,"2.E1",1,"EMF","Fa","B",NA,NA,NA,NA,4.28,NA,NA,NA,NA,NA,0.128,"ok","December","1","1","EM",1,"1_EM","December"
1,2,"2.E1",1,"EMF","Fa","C",NA,NA,NA,NA,2.43,NA,NA,NA,NA,NA,0.299,"ok","December","1","1","EM",1,"1_EM","December"
1,2,"2.E1",1,"EMF","Fa","A",NA,NA,NA,NA,1.015,NA,NA,NA,NA,NA,0.187,"ok","January","1","1","EM",1,"1_EM","January"
1,2,"2.E1",1,"EMF","Fa","B",NA,NA,NA,NA,0.998,NA,NA,NA,NA,NA,0,"ok","January","1","1","EM",1,"1_EM","January"
1,2,"2.E1",1,"EMF","Fa","C",NA,NA,NA,NA,0.521,NA,NA,NA,NA,NA,0.048,"ok","January","1","1","EM",1,"1_EM","January"
1,2,"2.E1",1,"EMF","Fa","A",NA,NA,NA,NA,0.676,NA,NA,NA,NA,NA,NA,"ok","February","1","1","EM",1,"1_EM","February"
1,2,"2.E1",1,"EMF","Fa","B",NA,NA,NA,NA,0.429,NA,NA,NA,NA,NA,NA,"ok","February","1","1","EM",1,"1_EM","February"
1,2,"2.E1",1,"EMF","Fa","C",NA,NA,NA,NA,0.122,NA,NA,NA,NA,NA,NA,"ok","February","1","1","EM",1,"1_EM","February"
1,3,"3.A2",2,"AMF","Fr|So","A",NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,"ok","March","2","1","AM",2,"2_AM","March"
1,3,"3.A2",2,"AMF","Fr|So","B",NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,"ok","March","2","1","AM",2,"2_AM","March"
1,3,"3.A2",2,"AMF","Fr|So","C",NA,NA,NA,NA,NA,0.104,NA,NA,0,NA,0,"ok","March","2","1","AM",2,"2_AM","March"
1,3,"3.A2",2,"AMF","Fr|So","A",NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,"ok","April","2","1","AM",2,"2_AM","April"
1,3,"3.A2",2,"AMF","Fr|So","B",NA,NA,NA,NA,NA,0,NA,NA,0,NA,0.247,"ok","April","2","1","AM",2,"2_AM","April"
1,3,"3.A2",2,"AMF","Fr|So","C",NA,NA,NA,NA,NA,0,NA,NA,0,NA,0.161,"ok","April","2","1","AM",2,"2_AM","April"
1,3,"3.A2",2,"AMF","Fr|So","A",NA,NA,NA,NA,NA,0.095,NA,NA,0,NA,0,"ok","May","2","1","AM",2,"2_AM","May"
1,3,"3.A2",2,"AMF","Fr|So","B",NA,NA,NA,NA,NA,0.014,NA,NA,0.068,NA,0,"ok","May","2","1","AM",2,"2_AM","May"
1,3,"3.A2",2,"AMF","Fr|So","C",NA,NA,NA,NA,NA,0.282,NA,NA,0,NA,0.089,"ok","May","2","1","AM",2,"2_AM","May"
1,3,"3.A2",2,"AMF","Fr|So","A",NA,NA,NA,NA,NA,0.253,NA,NA,0.059,NA,0,"ok","June","2","1","AM",2,"2_AM","June"
1,3,"3.A2",2,"AMF","Fr|So","B",NA,NA,NA,NA,NA,1.409,NA,NA,0.096,NA,0,"ok","June","2","1","AM",2,"2_AM","June"
1,3,"3.A2",2,"AMF","Fr|So","C",NA,NA,NA,NA,NA,0.318,NA,NA,0.203,NA,0,"ok","June","2","1","AM",2,"2_AM","June"
1,3,"3.A2",2,"AMF","Fr|So","A",NA,NA,NA,NA,NA,9.14,NA,NA,0.014,NA,NA,"ok","July","2","1","AM",2,"2_AM","July"
1,3,"3.A2",2,"AMF","Fr|So","B",NA,NA,NA,NA,NA,8.61,NA,NA,0.338,NA,NA,"ok","July","2","1","AM",2,"2_AM","July"
1,3,"3.A2",2,"AMF","Fr|So","C",NA,NA,NA,NA,NA,5.51,NA,NA,0.267,NA,0.172,"ok","July","2","1","AM",2,"2_AM","July"
1,3,"3.A2",2,"AMF","Fr|So","A",NA,NA,NA,NA,NA,8.41,NA,NA,0.06,NA,1.032,"ok","August","2","1","AM",2,"2_AM","August"
1,3,"3.A2",2,"AMF","Fr|So","B",NA,NA,NA,NA,NA,8.85,NA,NA,0.75,NA,0.551,"ok","August","2","1","AM",2,"2_AM","August"
1,3,"3.A2",2,"AMF","Fr|So","C",NA,NA,NA,NA,NA,8.06,NA,NA,0.839,NA,0.615,"ok","August","2","1","AM",2,"2_AM","August"
1,3,"3.A2",2,"AMF","Fr|So","A",NA,NA,NA,NA,NA,3.81,NA,NA,0.05,NA,NA,"ok","September","2","1","AM",2,"2_AM","September"
1,3,"3.A2",2,"AMF","Fr|So","B",NA,NA,NA,NA,NA,6.22,NA,NA,1.35,NA,0.06,"ok","September","2","1","AM",2,"2_AM","September"
1,3,"3.A2",2,"AMF","Fr|So","C",NA,NA,NA,NA,NA,7.83,NA,NA,0.88,NA,NA,"ok","September","2","1","AM",2,"2_AM","September"
1,3,"3.A2",2,"AMF","Fr|So","A",NA,NA,NA,NA,NA,71.45,NA,NA,0.46,NA,0.17,"ok","October","2","1","AM",2,"2_AM","October"
1,3,"3.A2",2,"AMF","Fr|So","B",NA,NA,NA,NA,NA,70.77,NA,NA,3.23,NA,0.57,"ok","October","2","1","AM",2,"2_AM","October"
1,3,"3.A2",2,"AMF","Fr|So","C",NA,NA,NA,NA,NA,70.7,NA,NA,2.08,NA,0.59,"ok","October","2","1","AM",2,"2_AM","October"
1,3,"3.A2",2,"AMF","Fr|So","A",NA,NA,NA,NA,NA,83.08,NA,NA,0.45,NA,3.1,"ok","November","2","1","AM",2,"2_AM","November"
1,3,"3.A2",2,"AMF","Fr|So","B",NA,NA,NA,NA,NA,66.82,NA,NA,3.31,NA,9.75,"ok","November","2","1","AM",2,"2_AM","November"
1,3,"3.A2",2,"AMF","Fr|So","C",NA,NA,NA,NA,NA,60.06,NA,NA,2.75,NA,8.29,"ok","November","2","1","AM",2,"2_AM","November"
1,3,"3.A2",2,"AMF","Fr|So","A",NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,"no_stone","December","2","1","AM",2,"2_AM","December"
1,3,"3.A2",2,"AMF","Fr|So","B",NA,NA,NA,NA,NA,0,NA,NA,0,NA,0.097,"ok","December","2","1","AM",2,"2_AM","December"
1,3,"3.A2",2,"AMF","Fr|So","C",NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,"no_stone","December","2","1","AM",2,"2_AM","December"
1,3,"3.A2",2,"AMF","Fr|So","A",NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,"ok","January","2","1","AM",2,"2_AM","January"
1,3,"3.A2",2,"AMF","Fr|So","B",NA,NA,NA,NA,NA,0,NA,NA,0,NA,0.116,"ok","January","2","1","AM",2,"2_AM","January"
1,3,"3.A2",2,"AMF","Fr|So","C",NA,NA,NA,NA,NA,0,NA,NA,0,NA,0.127,"ok","January","2","1","AM",2,"2_AM","January"
1,3,"3.A2",2,"AMF","Fr|So","A",NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,"ok","February","2","1","AM",2,"2_AM","February"
1,3,"3.A2",2,"AMF","Fr|So","B",NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,"ok","February","2","1","AM",2,"2_AM","February"
1,3,"3.A2",2,"AMF","Fr|So","C",NA,NA,NA,NA,NA,0,NA,NA,0,NA,0.06,"ok","February","2","1","AM",2,"2_AM","February"
1,4,"4.E1",1,"EMF","Qu","A",NA,NA,NA,NA,NA,NA,NA,7.96,NA,NA,0,"ok","March","1","1","EM",1,"1_EM","March"
1,4,"4.E1",1,"EMF","Qu","B",NA,NA,NA,NA,NA,NA,NA,8.97,NA,NA,0,"ok","March","1","1","EM",1,"1_EM","March"
1,4,"4.E1",1,"EMF","Qu","C",NA,NA,NA,NA,NA,NA,NA,9.1,NA,NA,0,"ok","March","1","1","EM",1,"1_EM","March"
1,4,"4.E1",1,"EMF","Qu","A",NA,NA,NA,NA,NA,NA,NA,26.49,NA,NA,0,"ok","April","1","1","EM",1,"1_EM","April"
1,4,"4.E1",1,"EMF","Qu","B",NA,NA,NA,NA,NA,NA,NA,16.94,NA,NA,0,"ok","April","1","1","EM",1,"1_EM","April"
1,4,"4.E1",1,"EMF","Qu","C",NA,NA,NA,NA,NA,NA,NA,26.4,NA,NA,0,"ok","April","1","1","EM",1,"1_EM","April"
1,4,"4.E1",1,"EMF","Qu","A",NA,NA,NA,NA,NA,NA,NA,0.352,NA,NA,0.02,"ok","May","1","1","EM",1,"1_EM","May"
1,4,"4.E1",1,"EMF","Qu","B",NA,NA,NA,NA,NA,NA,NA,0.113,NA,NA,0,"ok","May","1","1","EM",1,"1_EM","May"
1,4,"4.E1",1,"EMF","Qu","C",NA,NA,NA,NA,NA,NA,NA,0.339,NA,NA,0,"ok","May","1","1","EM",1,"1_EM","May"
1,4,"4.E1",1,"EMF","Qu","A",NA,NA,NA,NA,NA,NA,NA,0.587,NA,NA,0,"ok","June","1","1","EM",1,"1_EM","June"
1,4,"4.E1",1,"EMF","Qu","B",NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,0,"ok","June","1","1","EM",1,"1_EM","June"
1,4,"4.E1",1,"EMF","Qu","C",NA,NA,NA,NA,NA,NA,NA,1.34,NA,NA,0,"ok","June","1","1","EM",1,"1_EM","June"
1,4,"4.E1",1,"EMF","Qu","A",NA,NA,NA,NA,NA,NA,NA,0.945,NA,NA,NA,"ok","July","1","1","EM",1,"1_EM","July"
1,4,"4.E1",1,"EMF","Qu","B",NA,NA,NA,NA,NA,NA,NA,1.538,NA,NA,NA,"ok","July","1","1","EM",1,"1_EM","July"
1,4,"4.E1",1,"EMF","Qu","C",NA,NA,NA,NA,NA,NA,NA,2.476,NA,NA,0.195,"ok","July","1","1","EM",1,"1_EM","July"
1,4,"4.E1",1,"EMF","Qu","A",NA,NA,NA,NA,NA,NA,NA,2.179,NA,NA,0.773,"ok","August","1","1","EM",1,"1_EM","August"
1,4,"4.E1",1,"EMF","Qu","B",NA,NA,NA,NA,NA,NA,NA,4.401,NA,NA,NA,"ok","August","1","1","EM",1,"1_EM","August"
1,4,"4.E1",1,"EMF","Qu","C",NA,NA,NA,NA,NA,NA,NA,1.998,NA,NA,0.164,"ok","August","1","1","EM",1,"1_EM","August"
1,4,"4.E1",1,"EMF","Qu","A",NA,NA,NA,NA,NA,NA,NA,10.9,NA,NA,NA,"ok","September","1","1","EM",1,"1_EM","September"
1,4,"4.E1",1,"EMF","Qu","B",NA,NA,NA,NA,NA,NA,NA,12.25,NA,NA,NA,"ok","September","1","1","EM",1,"1_EM","September"
1,4,"4.E1",1,"EMF","Qu","C",NA,NA,NA,NA,NA,NA,NA,15.38,NA,NA,0.18,"ok","September","1","1","EM",1,"1_EM","September"
1,4,"4.E1",1,"EMF","Qu","A",NA,NA,NA,NA,NA,NA,NA,50.6,NA,NA,0.13,"ok","October","1","1","EM",1,"1_EM","October"
1,4,"4.E1",1,"EMF","Qu","B",NA,NA,NA,NA,NA,NA,NA,24.9,NA,NA,0.43,"ok","October","1","1","EM",1,"1_EM","October"
1,4,"4.E1",1,"EMF","Qu","C",NA,NA,NA,NA,NA,NA,NA,25.93,NA,NA,NA,"ok","October","1","1","EM",1,"1_EM","October"
1,4,"4.E1",1,"EMF","Qu","A",NA,NA,NA,NA,NA,NA,NA,57.02,NA,NA,0.1,"ok","November","1","1","EM",1,"1_EM","November"
1,4,"4.E1",1,"EMF","Qu","B",NA,NA,NA,NA,NA,NA,NA,42.95,NA,NA,0.19,"ok","November","1","1","EM",1,"1_EM","November"
1,4,"4.E1",1,"EMF","Qu","C",NA,NA,NA,NA,NA,NA,NA,36.97,NA,NA,0.65,"ok","November","1","1","EM",1,"1_EM","November"
1,4,"4.E1",1,"EMF","Qu","A",NA,NA,NA,NA,NA,NA,NA,1.732,NA,NA,0,"ok","December","1","1","EM",1,"1_EM","December"
1,4,"4.E1",1,"EMF","Qu","B",NA,NA,NA,NA,NA,NA,NA,0.63,NA,NA,0.192,"ok","December","1","1","EM",1,"1_EM","December"
1,4,"4.E1",1,"EMF","Qu","C",NA,NA,NA,NA,NA,NA,NA,1.038,NA,NA,0,"ok","December","1","1","EM",1,"1_EM","December"
1,4,"4.E1",1,"EMF","Qu","A",NA,NA,NA,NA,NA,NA,NA,0.492,NA,NA,0,"ok","January","1","1","EM",1,"1_EM","January"
1,4,"4.E1",1,"EMF","Qu","B",NA,NA,NA,NA,NA,NA,NA,0.345,NA,NA,0,"ok","January","1","1","EM",1,"1_EM","January"
1,4,"4.E1",1,"EMF","Qu","C",NA,NA,NA,NA,NA,NA,NA,0.633,NA,NA,0,"ok","January","1","1","EM",1,"1_EM","January"
1,4,"4.E1",1,"EMF","Qu","A",NA,NA,NA,NA,NA,NA,NA,0.865,NA,NA,NA,"ok","February","1","1","EM",1,"1_EM","February"
1,4,"4.E1",1,"EMF","Qu","B",NA,NA,NA,NA,NA,NA,NA,1.558,NA,NA,NA,"ok","February","1","1","EM",1,"1_EM","February"
1,4,"4.E1",1,"EMF","Qu","C",NA,NA,NA,NA,NA,NA,NA,1.039,NA,NA,NA,"ok","February","1","1","EM",1,"1_EM","February"
1,5,"5.E2",2,"EMF","Be|Qu","A",NA,NA,0,NA,NA,NA,NA,3.95,NA,NA,0,"ok","March","2","1","EM",2,"2_EM","March"
1,5,"5.E2",2,"EMF","Be|Qu","B",NA,NA,0.022,NA,NA,NA,NA,3.46,NA,NA,0.029,"ok","March","2","1","EM",2,"2_EM","March"
1,5,"5.E2",2,"EMF","Be|Qu","C",NA,NA,0.237,NA,NA,NA,NA,3.39,NA,NA,0,"ok","March","2","1","EM",2,"2_EM","March"
1,5,"5.E2",2,"EMF","Be|Qu","A",NA,NA,0.043,NA,NA,NA,NA,3.44,NA,NA,0.079,"ok","April","2","1","EM",2,"2_EM","April"
1,5,"5.E2",2,"EMF","Be|Qu","B",NA,NA,0.023,NA,NA,NA,NA,4.46,NA,NA,0,"ok","April","2","1","EM",2,"2_EM","April"
1,5,"5.E2",2,"EMF","Be|Qu","C",NA,NA,0,NA,NA,NA,NA,2.55,NA,NA,0,"ok","April","2","1","EM",2,"2_EM","April"
1,5,"5.E2",2,"EMF","Be|Qu","A",NA,NA,0.421,NA,NA,NA,NA,0,NA,NA,0,"ok","May","2","1","EM",2,"2_EM","May"
1,5,"5.E2",2,"EMF","Be|Qu","B",NA,NA,0.559,NA,NA,NA,NA,0,NA,NA,0,"ok","May","2","1","EM",2,"2_EM","May"
1,5,"5.E2",2,"EMF","Be|Qu","C",NA,NA,0.58,NA,NA,NA,NA,0,NA,NA,0,"ok","May","2","1","EM",2,"2_EM","May"
1,5,"5.E2",2,"EMF","Be|Qu","A",NA,NA,1.293,NA,NA,NA,NA,0,NA,NA,0,"ok","June","2","1","EM",2,"2_EM","June"
1,5,"5.E2",2,"EMF","Be|Qu","B",NA,NA,6.3,NA,NA,NA,NA,0,NA,NA,0,"ok","June","2","1","EM",2,"2_EM","June"
1,5,"5.E2",2,"EMF","Be|Qu","C",NA,NA,1.17,NA,NA,NA,NA,0,NA,NA,0,"ok","June","2","1","EM",2,"2_EM","June"
1,5,"5.E2",2,"EMF","Be|Qu","A",NA,NA,6.42,NA,NA,NA,NA,0,NA,NA,0.13,"ok","July","2","1","EM",2,"2_EM","July"
1,5,"5.E2",2,"EMF","Be|Qu","B",NA,NA,6.63,NA,NA,NA,NA,0,NA,NA,NA,"ok","July","2","1","EM",2,"2_EM","July"
1,5,"5.E2",2,"EMF","Be|Qu","C",NA,NA,5.6,NA,NA,NA,NA,0,NA,NA,NA,"ok","July","2","1","EM",2,"2_EM","July"
1,5,"5.E2",2,"EMF","Be|Qu","A",NA,NA,3.782,NA,NA,NA,NA,0.115,NA,NA,0.083,"ok","August","2","1","EM",2,"2_EM","August"
1,5,"5.E2",2,"EMF","Be|Qu","B",NA,NA,3.164,NA,NA,NA,NA,0.079,NA,NA,NA,"ok","August","2","1","EM",2,"2_EM","August"
1,5,"5.E2",2,"EMF","Be|Qu","C",NA,NA,4.902,NA,NA,NA,NA,0.171,NA,NA,NA,"ok","August","2","1","EM",2,"2_EM","August"
