"block","plotID","plotName","tree_species_richness","mycorrhizal_type","composition","trapID","Acer pseudoplatanus (g)","Aesculus hippocastanum (g)","Betula pendula (g)","Carpinus betulus (g)","Fagus sylvatica (g)","Fraxinus excelsior (g)","Prunus avium (g)","Quercus petraea (g)","Sorbus aucuparia (g)","Tilia platyphyllos (g)","other (g)","trap_condition","month","div","blk","myc","sr","sr_myc","month1"
1,38,"38.AE2",2,"AMF+EMF","So|Qu","C",NA,NA,NA,NA,NA,NA,NA,0.074,2.632,NA,0.422,"ok","July","2","1","AM + EM",2,"2_AM + EM","July"
1,38,"38.AE2",2,"AMF+EMF","So|Qu","A",NA,NA,NA,NA,NA,NA,NA,0.807,6,NA,0.868,"ok","August","2","1","AM + EM",2,"2_AM + EM","August"
1,38,"38.AE2",2,"AMF+EMF","So|Qu","B",NA,NA,NA,NA,NA,NA,NA,0.698,3.8,NA,0.89,"ok","August","2","1","AM + EM",2,"2_AM + EM","August"
1,38,"38.AE2",2,"AMF+EMF","So|Qu","C",NA,NA,NA,NA,NA,NA,NA,0.162,4.42,NA,1.43,"ok","August","2","1","AM + EM",2,"2_AM + EM","August"
1,38,"38.AE2",2,"AMF+EMF","So|Qu","A",NA,NA,NA,NA,NA,NA,NA,0.59,11.08,NA,0.21,"ok","September","2","1","AM + EM",2,"2_AM + EM","September"
1,38,"38.AE2",2,"AMF+EMF","So|Qu","B",NA,NA,NA,NA,NA,NA,NA,0.46,13.16,NA,NA,"ok","September","2","1","AM + EM",2,"2_AM + EM","September"
1,38,"38.AE2",2,"AMF+EMF","So|Qu","C",NA,NA,NA,NA,NA,NA,NA,0.68,11.96,NA,0.43,"ok","September","2","1","AM + EM",2,"2_AM + EM","September"
1,38,"38.AE2",2,"AMF+EMF","So|Qu","A",NA,NA,NA,NA,NA,NA,NA,20.98,24,NA,0.99,"ok","October","2","1","AM + EM",2,"2_AM + EM","October"
1,38,"38.AE2",2,"AMF+EMF","So|Qu","B",NA,NA,NA,NA,NA,NA,NA,15.42,26.62,NA,1.46,"ok","October","2","1","AM + EM",2,"2_AM + EM","October"
1,38,"38.AE2",2,"AMF+EMF","So|Qu","C",NA,NA,NA,NA,NA,NA,NA,1.69,31.71,NA,4.97,"ok","October","2","1","AM + EM",2,"2_AM + EM","October"
1,38,"38.AE2",2,"AMF+EMF","So|Qu","A",NA,NA,NA,NA,NA,NA,NA,17.77,17.62,NA,9.95,"ok","November","2","1","AM + EM",2,"2_AM + EM","November"
1,38,"38.AE2",2,"AMF+EMF","So|Qu","B",NA,NA,NA,NA,NA,NA,NA,24.68,17.53,NA,15.04,"ok","November","2","1","AM + EM",2,"2_AM + EM","November"
1,38,"38.AE2",2,"AMF+EMF","So|Qu","C",NA,NA,NA,NA,NA,NA,NA,12.19,18.03,NA,28.99,"ok","November","2","1","AM + EM",2,"2_AM + EM","November"
1,38,"38.AE2",2,"AMF+EMF","So|Qu","A",NA,NA,NA,NA,NA,NA,NA,4.06,0.071,NA,1.457,"ok","December","2","1","AM + EM",2,"2_AM + EM","December"
1,38,"38.AE2",2,"AMF+EMF","So|Qu","B",NA,NA,NA,NA,NA,NA,NA,3.36,0.18,NA,1.078,"ok","December","2","1","AM + EM",2,"2_AM + EM","December"
1,38,"38.AE2",2,"AMF+EMF","So|Qu","C",NA,NA,NA,NA,NA,NA,NA,2.776,0.081,NA,0.909,"ok","December","2","1","AM + EM",2,"2_AM + EM","December"
1,38,"38.AE2",2,"AMF+EMF","So|Qu","A",NA,NA,NA,NA,NA,NA,NA,1.204,0.008,NA,0.05,"ok","January","2","1","AM + EM",2,"2_AM + EM","January"
1,38,"38.AE2",2,"AMF+EMF","So|Qu","B",NA,NA,NA,NA,NA,NA,NA,0.356,0.035,NA,0,"ok","January","2","1","AM + EM",2,"2_AM + EM","January"
1,38,"38.AE2",2,"AMF+EMF","So|Qu","C",NA,NA,NA,NA,NA,NA,NA,1.03,0.129,NA,0,"ok","January","2","1","AM + EM",2,"2_AM + EM","January"
1,38,"38.AE2",2,"AMF+EMF","So|Qu","A",NA,NA,NA,NA,NA,NA,NA,1.382,0,NA,0.11,"ok","February","2","1","AM + EM",2,"2_AM + EM","February"
1,38,"38.AE2",2,"AMF+EMF","So|Qu","B",NA,NA,NA,NA,NA,NA,NA,0.201,0,NA,NA,"ok","February","2","1","AM + EM",2,"2_AM + EM","February"
1,38,"38.AE2",2,"AMF+EMF","So|Qu","C",NA,NA,NA,NA,NA,NA,NA,0.619,0,NA,0.094,"ok","February","2","1","AM + EM",2,"2_AM + EM","February"
1,39,"39.A2",2,"AMF","Ae|Fr","A",NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,"ok","March","2","1","AM",2,"2_AM","March"
1,39,"39.A2",2,"AMF","Ae|Fr","B",NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,"ok","March","2","1","AM",2,"2_AM","March"
1,39,"39.A2",2,"AMF","Ae|Fr","C",NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,"ok","March","2","1","AM",2,"2_AM","March"
1,39,"39.A2",2,"AMF","Ae|Fr","A",NA,0,NA,NA,NA,0,NA,NA,NA,NA,0.158,"ok","April","2","1","AM",2,"2_AM","April"
1,39,"39.A2",2,"AMF","Ae|Fr","B",NA,0,NA,NA,NA,0,NA,NA,NA,NA,0.569,"ok","April","2","1","AM",2,"2_AM","April"
1,39,"39.A2",2,"AMF","Ae|Fr","C",NA,0,NA,NA,NA,0,NA,NA,NA,NA,0.253,"ok","April","2","1","AM",2,"2_AM","April"
1,39,"39.A2",2,"AMF","Ae|Fr","A",NA,0,NA,NA,NA,0.025,NA,NA,NA,NA,0,"ok","May","2","1","AM",2,"2_AM","May"
1,39,"39.A2",2,"AMF","Ae|Fr","B",NA,0.015,NA,NA,NA,0.011,NA,NA,NA,NA,0.009,"ok","May","2","1","AM",2,"2_AM","May"
1,39,"39.A2",2,"AMF","Ae|Fr","C",NA,0,NA,NA,NA,0.077,NA,NA,NA,NA,0,"ok","May","2","1","AM",2,"2_AM","May"
1,39,"39.A2",2,"AMF","Ae|Fr","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"ok","June","2","1","AM",2,"2_AM","June"
1,39,"39.A2",2,"AMF","Ae|Fr","B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"ok","June","2","1","AM",2,"2_AM","June"
1,39,"39.A2",2,"AMF","Ae|Fr","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"ok","June","2","1","AM",2,"2_AM","June"
1,39,"39.A2",2,"AMF","Ae|Fr","A",NA,1.161,NA,NA,NA,0.083,NA,NA,NA,NA,0.011,"ok","July","2","1","AM",2,"2_AM","July"
1,39,"39.A2",2,"AMF","Ae|Fr","B",NA,9.47,NA,NA,NA,3.758,NA,NA,NA,NA,NA,"ok","July","2","1","AM",2,"2_AM","July"
1,39,"39.A2",2,"AMF","Ae|Fr","C",NA,2.928,NA,NA,NA,0.118,NA,NA,NA,NA,0.04,"ok","July","2","1","AM",2,"2_AM","July"
1,39,"39.A2",2,"AMF","Ae|Fr","A",NA,24.14,NA,NA,NA,1.057,NA,NA,NA,NA,0.602,"ok","August","2","1","AM",2,"2_AM","August"
1,39,"39.A2",2,"AMF","Ae|Fr","B",NA,27.63,NA,NA,NA,1.987,NA,NA,NA,NA,0.12,"ok","August","2","1","AM",2,"2_AM","August"
1,39,"39.A2",2,"AMF","Ae|Fr","C",NA,12.97,NA,NA,NA,2.87,NA,NA,NA,NA,0.168,"ok","August","2","1","AM",2,"2_AM","August"
1,39,"39.A2",2,"AMF","Ae|Fr","A",NA,31.5,NA,NA,NA,24.83,NA,NA,NA,NA,NA,"ok","September","2","1","AM",2,"2_AM","September"
1,39,"39.A2",2,"AMF","Ae|Fr","B",NA,28.55,NA,NA,NA,27.11,NA,NA,NA,NA,0.14,"ok","September","2","1","AM",2,"2_AM","September"
1,39,"39.A2",2,"AMF","Ae|Fr","C",NA,16.4,NA,NA,NA,23.8,NA,NA,NA,NA,0.2,"ok","September","2","1","AM",2,"2_AM","September"
1,39,"39.A2",2,"AMF","Ae|Fr","A",NA,5.44,NA,NA,NA,38.2,NA,NA,NA,NA,0.14,"ok","October","2","1","AM",2,"2_AM","October"
1,39,"39.A2",2,"AMF","Ae|Fr","B",NA,7.16,NA,NA,NA,83.16,NA,NA,NA,NA,0.84,"ok","October","2","1","AM",2,"2_AM","October"
1,39,"39.A2",2,"AMF","Ae|Fr","C",NA,1.12,NA,NA,NA,51.07,NA,NA,NA,NA,0.67,"ok","October","2","1","AM",2,"2_AM","October"
1,39,"39.A2",2,"AMF","Ae|Fr","A",NA,1.09,NA,NA,NA,0.67,NA,NA,NA,NA,3.25,"ok","November","2","1","AM",2,"2_AM","November"
1,39,"39.A2",2,"AMF","Ae|Fr","B",NA,0.22,NA,NA,NA,0.28,NA,NA,NA,NA,3.11,"ok","November","2","1","AM",2,"2_AM","November"
1,39,"39.A2",2,"AMF","Ae|Fr","C",NA,0,NA,NA,NA,0,NA,NA,NA,NA,1.09,"ok","November","2","1","AM",2,"2_AM","November"
1,39,"39.A2",2,"AMF","Ae|Fr","A",NA,0,NA,NA,NA,0,NA,NA,NA,NA,0.09,"ok","December","2","1","AM",2,"2_AM","December"
1,39,"39.A2",2,"AMF","Ae|Fr","B",NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,"no_stone","December","2","1","AM",2,"2_AM","December"
1,39,"39.A2",2,"AMF","Ae|Fr","C",NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,"no_stone","December","2","1","AM",2,"2_AM","December"
1,39,"39.A2",2,"AMF","Ae|Fr","A",NA,0,NA,NA,NA,0,NA,NA,NA,NA,0.141,"ok","January","2","1","AM",2,"2_AM","January"
1,39,"39.A2",2,"AMF","Ae|Fr","B",NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,"ok","January","2","1","AM",2,"2_AM","January"
1,39,"39.A2",2,"AMF","Ae|Fr","C",NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,"ok","January","2","1","AM",2,"2_AM","January"
1,39,"39.A2",2,"AMF","Ae|Fr","A",NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,"ok","February","2","1","AM",2,"2_AM","February"
1,39,"39.A2",2,"AMF","Ae|Fr","B",NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,"no_stone","February","2","1","AM",2,"2_AM","February"
1,39,"39.A2",2,"AMF","Ae|Fr","C",NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,"no_stone","February","2","1","AM",2,"2_AM","February"
1,40,"40.A4",4,"AMF","Ac|Ae|Fr|Pr","A",0,0,NA,NA,NA,0,0.047,NA,NA,NA,0.051,"ok","March","4","1","AM",4,"4_AM","March"
1,40,"40.A4",4,"AMF","Ac|Ae|Fr|Pr","B",0,0,NA,NA,NA,0,0,NA,NA,NA,0.113,"ok","March","4","1","AM",4,"4_AM","March"
1,40,"40.A4",4,"AMF","Ac|Ae|Fr|Pr","C",0,0,NA,NA,NA,0,0,NA,NA,NA,0,"ok","March","4","1","AM",4,"4_AM","March"
1,40,"40.A4",4,"AMF","Ac|Ae|Fr|Pr","A",0,0,NA,NA,NA,0,0,NA,NA,NA,0,"ok","April","4","1","AM",4,"4_AM","April"
1,40,"40.A4",4,"AMF","Ac|Ae|Fr|Pr","B",0,0,NA,NA,NA,0,0.06,NA,NA,NA,0,"ok","April","4","1","AM",4,"4_AM","April"
1,40,"40.A4",4,"AMF","Ac|Ae|Fr|Pr","C",0,0,NA,NA,NA,0,0,NA,NA,NA,0.085,"ok","April","4","1","AM",4,"4_AM","April"
1,40,"40.A4",4,"AMF","Ac|Ae|Fr|Pr","A",0,0.064,NA,NA,NA,0,0.043,NA,NA,NA,0.025,"ok","May","4","1","AM",4,"4_AM","May"
1,40,"40.A4",4,"AMF","Ac|Ae|Fr|Pr","B",0,0,NA,NA,NA,0,0.092,NA,NA,NA,0,"ok","May","4","1","AM",4,"4_AM","May"
1,40,"40.A4",4,"AMF","Ac|Ae|Fr|Pr","C",0.29,0,NA,NA,NA,0,0.306,NA,NA,NA,0.04,"ok","May","4","1","AM",4,"4_AM","May"
1,40,"40.A4",4,"AMF","Ac|Ae|Fr|Pr","A",0.243,0,NA,NA,NA,0.265,0.394,NA,NA,NA,0,"ok","June","4","1","AM",4,"4_AM","June"
1,40,"40.A4",4,"AMF","Ac|Ae|Fr|Pr","B",0.188,0,NA,NA,NA,0.082,0.861,NA,NA,NA,0,"ok","June","4","1","AM",4,"4_AM","June"
1,40,"40.A4",4,"AMF","Ac|Ae|Fr|Pr","C",0.414,0,NA,NA,NA,0.155,3.516,NA,NA,NA,0,"ok","June","4","1","AM",4,"4_AM","June"
1,40,"40.A4",4,"AMF","Ac|Ae|Fr|Pr","A",1.543,0.729,NA,NA,NA,1.426,4.212,NA,NA,NA,NA,"ok","July","4","1","AM",4,"4_AM","July"
1,40,"40.A4",4,"AMF","Ac|Ae|Fr|Pr","B",11.4,0.567,NA,NA,NA,0.555,5.2,NA,NA,NA,NA,"ok","July","4","1","AM",4,"4_AM","July"
1,40,"40.A4",4,"AMF","Ac|Ae|Fr|Pr","C",1.361,0.433,NA,NA,NA,0,9.74,NA,NA,NA,NA,"ok","July","4","1","AM",4,"4_AM","July"
1,40,"40.A4",4,"AMF","Ac|Ae|Fr|Pr","A",1.295,10.01,NA,NA,NA,0.445,1.696,NA,NA,NA,0.304,"ok","August","4","1","AM",4,"4_AM","August"
1,40,"40.A4",4,"AMF","Ac|Ae|Fr|Pr","B",9.69,6.63,NA,NA,NA,0.718,3.476,NA,NA,NA,0,"ok","August","4","1","AM",4,"4_AM","August"
1,40,"40.A4",4,"AMF","Ac|Ae|Fr|Pr","C",5.59,3.34,NA,NA,NA,0.86,5.93,NA,NA,NA,0.227,"ok","August","4","1","AM",4,"4_AM","August"
1,40,"40.A4",4,"AMF","Ac|Ae|Fr|Pr","A",2.09,4.2,NA,NA,NA,1.68,4.95,NA,NA,NA,0.05,"ok","September","4","1","AM",4,"4_AM","September"
1,40,"40.A4",4,"AMF","Ac|Ae|Fr|Pr","B",4.65,1.94,NA,NA,NA,3.61,2.26,NA,NA,NA,NA,"ok","September","4","1","AM",4,"4_AM","September"
1,40,"40.A4",4,"AMF","Ac|Ae|Fr|Pr","C",5.74,1.93,NA,NA,NA,3.45,5.25,NA,NA,NA,NA,"ok","September","4","1","AM",4,"4_AM","September"
1,40,"40.A4",4,"AMF","Ac|Ae|Fr|Pr","A",27.91,0.81,NA,NA,NA,51.18,21.21,NA,NA,NA,0.21,"ok","October","4","1","AM",4,"4_AM","October"
1,40,"40.A4",4,"AMF","Ac|Ae|Fr|Pr","B",55.99,0.22,NA,NA,NA,34.76,28.46,NA,NA,NA,0.11,"ok","October","4","1","AM",4,"4_AM","October"
1,40,"40.A4",4,"AMF","Ac|Ae|Fr|Pr","C",42.11,0.71,NA,NA,NA,41,34.37,NA,NA,NA,0.09,"ok","October","4","1","AM",4,"4_AM","October"
1,40,"40.A4",4,"AMF","Ac|Ae|Fr|Pr","A",5.66,0,NA,NA,NA,2.03,8.78,NA,NA,NA,1.09,"ok","November","4","1","AM",4,"4_AM","November"
1,40,"40.A4",4,"AMF","Ac|Ae|Fr|Pr","B",6.48,0.011,NA,NA,NA,5.55,10.04,NA,NA,NA,2,"ok","November","4","1","AM",4,"4_AM","November"
1,40,"40.A4",4,"AMF","Ac|Ae|Fr|Pr","C",3.18,0,NA,NA,NA,2.83,15.67,NA,NA,NA,0.73,"ok","November","4","1","AM",4,"4_AM","November"
1,40,"40.A4",4,"AMF","Ac|Ae|Fr|Pr","A",0,0,NA,NA,NA,0,0,NA,NA,NA,0,"ok","December","4","1","AM",4,"4_AM","December"
1,40,"40.A4",4,"AMF","Ac|Ae|Fr|Pr","B",0,0,NA,NA,NA,0,0,NA,NA,NA,0,"ok","December","4","1","AM",4,"4_AM","December"
1,40,"40.A4",4,"AMF","Ac|Ae|Fr|Pr","C",0,0,NA,NA,NA,0,0,NA,NA,NA,0,"ok","December","4","1","AM",4,"4_AM","December"
1,40,"40.A4",4,"AMF","Ac|Ae|Fr|Pr","A",0,0,NA,NA,NA,0,0,NA,NA,NA,0,"no_stone","January","4","1","AM",4,"4_AM","January"
1,40,"40.A4",4,"AMF","Ac|Ae|Fr|Pr","B",0,0.046,NA,NA,NA,0,0,NA,NA,NA,0,"ok","January","4","1","AM",4,"4_AM","January"
1,40,"40.A4",4,"AMF","Ac|Ae|Fr|Pr","C",0,0,NA,NA,NA,0,0,NA,NA,NA,0,"no_stone","January","4","1","AM",4,"4_AM","January"
1,40,"40.A4",4,"AMF","Ac|Ae|Fr|Pr","A",0,0,NA,NA,NA,0,0,NA,NA,NA,NA,"no_stone","February","4","1","AM",4,"4_AM","February"
1,40,"40.A4",4,"AMF","Ac|Ae|Fr|Pr","B",0,0,NA,NA,NA,0,0,NA,NA,NA,NA,"ok","February","4","1","AM",4,"4_AM","February"
1,40,"40.A4",4,"AMF","Ac|Ae|Fr|Pr","C",0,0,NA,NA,NA,0,0,NA,NA,NA,NA,"no_stone","February","4","1","AM",4,"4_AM","February"
2,41,"41.AE2",2,"AMF+EMF","Pr|Be","A",NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,"ok","March","2","2","AM + EM",2,"2_AM + EM","March"
2,41,"41.AE2",2,"AMF+EMF","Pr|Be","B",NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,"ok","March","2","2","AM + EM",2,"2_AM + EM","March"
2,41,"41.AE2",2,"AMF+EMF","Pr|Be","C",NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,"ok","March","2","2","AM + EM",2,"2_AM + EM","March"
2,41,"41.AE2",2,"AMF+EMF","Pr|Be","A",NA,NA,0.012,NA,NA,NA,0.031,NA,NA,NA,0,"ok","April","2","2","AM + EM",2,"2_AM + EM","April"
2,41,"41.AE2",2,"AMF+EMF","Pr|Be","B",NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,"ok","April","2","2","AM + EM",2,"2_AM + EM","April"
2,41,"41.AE2",2,"AMF+EMF","Pr|Be","C",NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,"ok","April","2","2","AM + EM",2,"2_AM + EM","April"
2,41,"41.AE2",2,"AMF+EMF","Pr|Be","A",NA,NA,0.226,NA,NA,NA,0.104,NA,NA,NA,0.125,"ok","May","2","2","AM + EM",2,"2_AM + EM","May"
2,41,"41.AE2",2,"AMF+EMF","Pr|Be","B",NA,NA,0.501,NA,NA,NA,0.074,NA,NA,NA,0.121,"ok","May","2","2","AM + EM",2,"2_AM + EM","May"
2,41,"41.AE2",2,"AMF+EMF","Pr|Be","C",NA,NA,0.448,NA,NA,NA,0.085,NA,NA,NA,0.041,"ok","May","2","2","AM + EM",2,"2_AM + EM","May"
2,41,"41.AE2",2,"AMF+EMF","Pr|Be","A",NA,NA,0.482,NA,NA,NA,1.98,NA,NA,NA,0.276,"ok","June","2","2","AM + EM",2,"2_AM + EM","June"
2,41,"41.AE2",2,"AMF+EMF","Pr|Be","B",NA,NA,0.553,NA,NA,NA,1.697,NA,NA,NA,0.084,"ok","June","2","2","AM + EM",2,"2_AM + EM","June"
2,41,"41.AE2",2,"AMF+EMF","Pr|Be","C",NA,NA,0.521,NA,NA,NA,1.268,NA,NA,NA,0,"ok","June","2","2","AM + EM",2,"2_AM + EM","June"
2,41,"41.AE2",2,"AMF+EMF","Pr|Be","A",NA,NA,5.8,NA,NA,NA,9.16,NA,NA,NA,NA,"ok","July","2","2","AM + EM",2,"2_AM + EM","July"
2,41,"41.AE2",2,"AMF+EMF","Pr|Be","B",NA,NA,4.86,NA,NA,NA,6.92,NA,NA,NA,NA,"ok","July","2","2","AM + EM",2,"2_AM + EM","July"
2,41,"41.AE2",2,"AMF+EMF","Pr|Be","C",NA,NA,10.71,NA,NA,NA,3.52,NA,NA,NA,NA,"ok","July","2","2","AM + EM",2,"2_AM + EM","July"
2,41,"41.AE2",2,"AMF+EMF","Pr|Be","A",NA,NA,3.108,NA,NA,NA,2.77,NA,NA,NA,NA,"ok","August","2","2","AM + EM",2,"2_AM + EM","August"
2,41,"41.AE2",2,"AMF+EMF","Pr|Be","B",NA,NA,1.317,NA,NA,NA,2.024,NA,NA,NA,0.053,"ok","August","2","2","AM + EM",2,"2_AM + EM","August"
2,41,"41.AE2",2,"AMF+EMF","Pr|Be","C",NA,NA,1.436,NA,NA,NA,3.12,NA,NA,NA,0.414,"ok","August","2","2","AM + EM",2,"2_AM + EM","August"
2,41,"41.AE2",2,"AMF+EMF","Pr|Be","A",NA,NA,4.27,NA,NA,NA,1.97,NA,NA,NA,NA,"ok","September","2","2","AM + EM",2,"2_AM + EM","September"
2,41,"41.AE2",2,"AMF+EMF","Pr|Be","B",NA,NA,1.59,NA,NA,NA,1.67,NA,NA,NA,NA,"ok","September","2","2","AM + EM",2,"2_AM + EM","September"
2,41,"41.AE2",2,"AMF+EMF","Pr|Be","C",NA,NA,1.77,NA,NA,NA,2.91,NA,NA,NA,NA,"ok","September","2","2","AM + EM",2,"2_AM + EM","September"
2,41,"41.AE2",2,"AMF+EMF","Pr|Be","A",NA,NA,8.56,NA,NA,NA,18.1,NA,NA,NA,0.21,"ok","October","2","2","AM + EM",2,"2_AM + EM","October"
2,41,"41.AE2",2,"AMF+EMF","Pr|Be","B",NA,NA,3.41,NA,NA,NA,14.22,NA,NA,NA,1.45,"ok","October","2","2","AM + EM",2,"2_AM + EM","October"
2,41,"41.AE2",2,"AMF+EMF","Pr|Be","C",NA,NA,3.53,NA,NA,NA,15.83,NA,NA,NA,NA,"ok","October","2","2","AM + EM",2,"2_AM + EM","October"
2,41,"41.AE2",2,"AMF+EMF","Pr|Be","A",NA,NA,26.86,NA,NA,NA,27.47,NA,NA,NA,0.28,"ok","November","2","2","AM + EM",2,"2_AM + EM","November"
2,41,"41.AE2",2,"AMF+EMF","Pr|Be","B",NA,NA,11.34,NA,NA,NA,3.51,NA,NA,NA,0.05,"ok","November","2","2","AM + EM",2,"2_AM + EM","November"
2,41,"41.AE2",2,"AMF+EMF","Pr|Be","C",NA,NA,19.85,NA,NA,NA,22.91,NA,NA,NA,NA,"ok","November","2","2","AM + EM",2,"2_AM + EM","November"
2,41,"41.AE2",2,"AMF+EMF","Pr|Be","A",NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,"no_stone","December","2","2","AM + EM",2,"2_AM + EM","December"
2,41,"41.AE2",2,"AMF+EMF","Pr|Be","B",NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,"no_stone","December","2","2","AM + EM",2,"2_AM + EM","December"
2,41,"41.AE2",2,"AMF+EMF","Pr|Be","C",NA,NA,0.085,NA,NA,NA,0,NA,NA,NA,0,"ok","December","2","2","AM + EM",2,"2_AM + EM","December"
2,41,"41.AE2",2,"AMF+EMF","Pr|Be","A",NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,"no_stone","January","2","2","AM + EM",2,"2_AM + EM","January"
2,41,"41.AE2",2,"AMF+EMF","Pr|Be","B",NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,"no_stone","January","2","2","AM + EM",2,"2_AM + EM","January"
2,41,"41.AE2",2,"AMF+EMF","Pr|Be","C",NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,"ok","January","2","2","AM + EM",2,"2_AM + EM","January"
2,41,"41.AE2",2,"AMF+EMF","Pr|Be","A",NA,NA,0.062,NA,NA,NA,0,NA,NA,NA,NA,"ok","February","2","2","AM + EM",2,"2_AM + EM","February"
2,41,"41.AE2",2,"AMF+EMF","Pr|Be","B",NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,"no_stone","February","2","2","AM + EM",2,"2_AM + EM","February"
2,41,"41.AE2",2,"AMF+EMF","Pr|Be","C",NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,"broken","February","2","2","AM + EM",2,"2_AM + EM","February"
2,42,"42.AE4",4,"AMF+EMF","Fr|Pr|Fa|Qu","A",NA,NA,NA,NA,0.066,0,0,1.43,NA,NA,0,"ok","March","4","2","AM + EM",4,"4_AM + EM","March"
2,42,"42.AE4",4,"AMF+EMF","Fr|Pr|Fa|Qu","B",NA,NA,NA,NA,0.027,0,0,1.29,NA,NA,0,"ok","March","4","2","AM + EM",4,"4_AM + EM","March"
2,42,"42.AE4",4,"AMF+EMF","Fr|Pr|Fa|Qu","C",NA,NA,NA,NA,0,0,0.041,1.95,NA,NA,0,"ok","March","4","2","AM + EM",4,"4_AM + EM","March"
2,42,"42.AE4",4,"AMF+EMF","Fr|Pr|Fa|Qu","A",NA,NA,NA,NA,0.461,0,0,0.801,NA,NA,0,"ok","April","4","2","AM + EM",4,"4_AM + EM","April"
2,42,"42.AE4",4,"AMF+EMF","Fr|Pr|Fa|Qu","B",NA,NA,NA,NA,1.7,0,0,1,NA,NA,0.22,"ok","April","4","2","AM + EM",4,"4_AM + EM","April"
2,42,"42.AE4",4,"AMF+EMF","Fr|Pr|Fa|Qu","C",NA,NA,NA,NA,0.414,0,0,1.02,NA,NA,0.05,"ok","April","4","2","AM + EM",4,"4_AM + EM","April"
2,42,"42.AE4",4,"AMF+EMF","Fr|Pr|Fa|Qu","A",NA,NA,NA,NA,0,0.327,0.591,0.028,NA,NA,0,"ok","May","4","2","AM + EM",4,"4_AM + EM","May"
2,42,"42.AE4",4,"AMF+EMF","Fr|Pr|Fa|Qu","B",NA,NA,NA,NA,0,0,0.127,0,NA,NA,0,"ok","May","4","2","AM + EM",4,"4_AM + EM","May"
2,42,"42.AE4",4,"AMF+EMF","Fr|Pr|Fa|Qu","C",NA,NA,NA,NA,0,0,0.589,0,NA,NA,0.077,"ok","May","4","2","AM + EM",4,"4_AM + EM","May"
2,42,"42.AE4",4,"AMF+EMF","Fr|Pr|Fa|Qu","A",NA,NA,NA,NA,0.026,0.137,1.102,0,NA,NA,0,"ok","June","4","2","AM + EM",4,"4_AM + EM","June"
2,42,"42.AE4",4,"AMF+EMF","Fr|Pr|Fa|Qu","B",NA,NA,NA,NA,0,0.133,1.372,0,NA,NA,0,"ok","June","4","2","AM + EM",4,"4_AM + EM","June"
2,42,"42.AE4",4,"AMF+EMF","Fr|Pr|Fa|Qu","C",NA,NA,NA,NA,0,1.283,0.543,0,NA,NA,0.166,"ok","June","4","2","AM + EM",4,"4_AM + EM","June"
2,42,"42.AE4",4,"AMF+EMF","Fr|Pr|Fa|Qu","A",NA,NA,NA,NA,0.029,0.744,13.36,0.132,NA,NA,NA,"ok","July","4","2","AM + EM",4,"4_AM + EM","July"
2,42,"42.AE4",4,"AMF+EMF","Fr|Pr|Fa|Qu","B",NA,NA,NA,NA,0,1.455,13.52,0.079,NA,NA,0.438,"ok","July","4","2","AM + EM",4,"4_AM + EM","July"
2,42,"42.AE4",4,"AMF+EMF","Fr|Pr|Fa|Qu","C",NA,NA,NA,NA,0,0.134,6.75,0.03,NA,NA,1.9,"ok","July","4","2","AM + EM",4,"4_AM + EM","July"
2,42,"42.AE4",4,"AMF+EMF","Fr|Pr|Fa|Qu","A",NA,NA,NA,NA,0.133,2.692,3.873,0.251,NA,NA,0.527,"ok","August","4","2","AM + EM",4,"4_AM + EM","August"
2,42,"42.AE4",4,"AMF+EMF","Fr|Pr|Fa|Qu","B",NA,NA,NA,NA,0,1.373,4.549,0.103,NA,NA,0.681,"ok","August","4","2","AM + EM",4,"4_AM + EM","August"
2,42,"42.AE4",4,"AMF+EMF","Fr|Pr|Fa|Qu","C",NA,NA,NA,NA,0,0.1,2.951,0.7,NA,NA,0.953,"ok","August","4","2","AM + EM",4,"4_AM + EM","August"
