sample,Dim.1,Dim.2,Dim.3,cluster,cc
10-A4-Ae-Sep-13:22:38,7.803572444005823,-1.5458915337221562,2.089094797033617,1,1-9
34-E4-Ti-Sep-13:22:15,-8.271813281154897,3.813119723117261,1.3682635685545261,4,4-1
21-A4-So-Sep-11:46:13,-16.10907725397974,6.86057535636327,0.02640820800084452,2,2-22
76-E1-Be-Sep-11:35:59,-6.580911763332787,-8.5527849375181475,0.003049921527757106,3,3-6
4-E1-Qu-Sep-11:35:13,11.863625840717566,-1.8432912489643412,1.0745509871863228,1,1-13
22-E1-Ca-Sep-11:29:24,-4.1983008123740575,1.361702896587943,1.0512567748223522,4,4-3
14-AE4-Be-Sep-11:24:24,-2.980036428339112,-4.1415432955283915,0.6250275519129735,3,3-21
14-AE4-Pr-Sep-11:03:27,-3.6286978735270248,-7.023257855090834,1.5076454512674164,3,3-5
39-A2-Fr-Sep-10:56:59,-30.299902392885265,10.285722436331703,-1.3640978872491785,2,2-24
43-E2-Ti-Sep-10:56:47,6.873617363553179,3.8925565109796922,1.1544328406370095,1,1-10
17-A1-So-Sep-10:56:36,-6.777321154582069,-3.6116016752840268,0.5297789624470313,3,3-25
77-A1-Pr-Sep-10:51:09,-0.8602651661612146,-8.110204761824246,1.6144541255325158,3,3-7
20-E1-Ti-Sep-10:45:06,-6.513875477508815,-0.08634320366080199,1.6449832233396289,4,4-15
66-A4-Fr-Sep-10:01:42,-10.572562861389969,-10.775280411517514,0.5940269586284607,3,3-2
28-AE4-Fr-Sep-10:01:31,-19.674076677426427,5.2379704609522255,-0.46541519826046546,2,2-9
78-AE2-Ac-July-09:34:03,25.05286101924252,-1.2713705564371902,-0.30855770776107394,1,1-22
9-A2-Ac-July-09:33:52,19.109664279978094,0.8457711213827412,-0.5090999070171353,1,1-23
29-E2-Fa-July-09:33:41,25.701748904724045,2.416836211892099,-1.2537666428835452,1,1-12
43-E2-Ti-July-09:22:39,12.937868300570589,2.3980351109054014,0.365007749278619,1,1-1
75-AE4-Ca-July-16:28:38,12.368742284736825,-6.227616160974945,-0.6799464641911307,1,1-16
55-AE4-Ca-July-16:28:15,16.18855640706097,-5.137395254140482,0.07182028742090497,1,1-5
49-AE4-So-July-16:16:29,4.335449113011144,-2.3103817684789956,-0.3128798736640769,4,4-23
69-A2-Pr-July-16:16:18,0.15487842626646398,-4.475508647401638,0.3517175670583167,3,3-14
39-A2-Ae-July-16:07:42,2.547726896258283,-3.1754087411443646,1.1293539734058788,4,4-22
45-E4-Ti-July-15:58:53,14.28400836948735,4.098418824963281,0.46461448329918503,1,1-18
9-A2-Pr-July-15:03:12,-0.23992547360036198,-1.2315783286345587,0.04455693864373398,4,4-16
25-A2-Pr-July-14:48:35,-0.8719972381504928,-3.768410894049737,0.2594054305869881,3,3-24
54-A2-Ac-July-14:48:23,14.618126293676259,-1.9503651078804431,-0.566415841868302,1,1-20
42-AE4-Fr-July-14:41:28,3.8920391893956157,-9.89826800688124,-1.4738944138998975,3,3-1
48-E4-Be-July-14:34:51,8.878184387050224,-3.7788858604644484,-1.4345290292536403,1,1-17
60-AE4-Ac-July-14:27:24,13.599321374136307,-4.426248567275874,-0.8535271820448489,1,1-8
2-E1-Fa-July-13:54:50,29.800737044667557,11.421291829205526,-2.6781737331165547,1,1-2
74-A4-Pr-July-13:49:07,1.2080744653693132,-3.0371052017161992,-0.28668619346052365,4,4-21
59-A4-Ac-July-13:07:30,10.478853908822098,-6.601360443418529,-1.3499383985388862,1,1-25
44-A4-Ae-July-13:06:45,7.475957378309913,-0.22853590916590458,-0.6229164244095022,1,1-24
44-A4-So-July-11:54:43,-4.6416044789099775,-1.6909777522506233,-1.8351303601739801,4,4-6
7-E4-Ti-July-11:46:07,9.570619665797352,2.5935635883661545,-0.8627154009202531,1,1-21
15-AE2-Ca-July-11:07:40,0.8419271353278389,3.934349236394168,-1.8997841700896034,4,4-18
28-AE4-Fr-July-11:07:06,-7.790512568770589,-6.300306973600259,-2.8705150921364266,3,3-23
