sample,Dim.1,Dim.2,Dim.3,cluster,cc
24-AE4-Ca-Mar-11:50:03,0.17812997971994066,12.946422785599076,-0.5997790477864979,4,4-10
38-AE2-Qu-Mar-11:49:29,5.3155360577303625,6.557485684567985,0.5616554395434151,4,4-61
57-AE2-Qu-Mar-11:49:18,14.007813758622044,8.181987850969536,0.012658664078175851,1,1-48
72-E1-Ca-Mar-11:42:57,-2.2595740211343776,13.195711277165962,-0.8434797273321383,4,4-38
51-E2-Ca-Mar-11:26:17,1.9101510408753466,11.850308965646047,-0.36646898407484646,4,4-31
22-E1-Ca-Mar-11:05:23,-6.041771679419904,14.408873810762852,-1.0062165684149342,4,4-19
75-AE4-Qu-Mar-11:04:26,2.6131774038759588,2.6583443159330704,0.4938167452040045,4,4-43
58-E4-Ca-Mar-10:56:29,5.46699589352423,13.452889601100726,-0.24166257677813238,4,4-25
32-E4-Ca-Mar-10:55:43,1.8970993043721305,16.532012562345756,-0.9067775379822164,4,4-5
32-E4-Qu-Mar-10:55:32,12.758419747490278,5.715413794853599,0.3464195691997703,1,1-27
48-E4-Ca-Mar-10:40:35,11.150148737269758,15.447233169353753,-0.25038004648785384,1,1-54
75-AE4-Qu-Feb-15:33:34,-2.6300619567041648,6.414175714797993,-1.1251685868150318,4,4-50
15-AE2-Ca-Feb-15:33:23,1.48498953061648,10.295228989606953,-0.41015776845426627,4,4-16
2-E1-Fa-Feb-15:24:57,14.540910588115006,12.434416991411151,-1.0602256528319098,1,1-8
5-E2-Qu-Feb-15:16:25,5.99702811847292,3.162340928659179,-0.2987777247301978,4,4-18
48-E4-Ca-Feb-15:16:13,5.758334651835265,10.586059275358554,-0.7235429861469297,4,4-22
80-E2-Qu-Feb-15:16:02,10.201082552074556,1.7504372687510898,-0.03400642976349523,1,1-46
12-E4-Ca-Feb-15:08:31,8.67879020710749,10.998751966714458,-0.6437788202377575,1,1-17
24-AE4-Ca-Feb-15:08:19,1.938473921439486,6.20446646415755,-0.11071448705794115,4,4-39
72-E1-Ca-Feb-15:08:08,-0.6300858954634494,8.683129903994718,-0.5008947383980398,4,4-9
7-E4-Ca-Feb-15:07:45,6.578343432995247,10.214254436978315,-0.5266664669708397,4,4-44
23-AE2-Fa-May-14:35:55,17.844006999665755,13.354947548438552,-1.590891690403029,1,1-29
30-E4-Be-May-14:30:41,-14.055914324064116,-20.544639057061097,-2.33149789223746,3,3-25
49-AE4-Be-May-14:25:15,-13.487065779111706,-17.44832853943419,-2.551601309247014,3,3-50
37-E2-Be-May-14:24:53,-8.311309558112837,-19.996864909367538,-2.440607673939835,3,3-13
57-AE2-Qu-May-14:19:36,10.20891280995705,3.9659269821797007,-0.9036636743935689,1,1-34
54-A2-Ac-May-14:18:42,-10.2003247766116,-22.63056293761791,-0.73392143497115,3,3-59
33-A1-Ae-May-14:13:40,8.054836018029773,-12.972465088656044,0.4828271045999797,3,3-63
53-A4-Pr-May-14:13:29,2.206249453310344,-14.752806357518972,-0.8020223684177983,3,3-58
53-A4-Ac-May-14:13:07,-2.479248386534327,-20.21458945087652,-1.2453034466127098,3,3-54
27-E1-Be-May-14:12:56,-10.398289256216593,-18.80108223270584,-1.9312003027727642,3,3-7
31-A1-Pr-May-14:12:45,-4.441811091285155,-16.83858198493949,-0.6208284005480345,3,3-39
48-E4-Be-May-13:58:36,-9.311784278033565,-19.32007427011581,-1.9902210637719637,3,3-7
5-E2-Be-May-13:58:25,-20.651085736086404,-20.025642770895836,-2.4984937459474605,3,3-35
74-A4-Pr-May-13:58:14,-2.9611983990041817,-16.803377431242332,-1.320781822235541,3,3-9
51-E2-Ca-May-13:58:02,-13.000725409605826,-20.156337493105088,-0.42851009814512175,3,3-45
23-AE2-Ae-May-13:57:39,9.275007095497152,-10.651227055665247,0.5940436154863706,1,1-57
40-A4-Ac-Nov-13:49:36,-2.8363643415691207,4.8529294467094175,0.794129335701212,4,4-41
5-E2-Qu-Nov-13:43:32,7.527627609761555,-1.7748006163599015,0.7966077336466033,1,1-39
50-A1-Ae-May-12:02:26,7.064178519375286,-8.8705308491525,0.2573463220076769,3,3-16
48-E4-Be-Nov-12:02:16,-19.60376287711732,1.7086500208983944,-0.33866863727717783,2,2-36
34-E4-Ti-Nov-12:01:53,-12.496571067515239,4.667866039768005,0.744106273796978,2,2-5
31-A1-Pr-Nov-12:01:42,-15.102346832079082,-1.9037331603678727,1.536371813448454,2,2-18
1-AE2-Pr-Nov-12:01:30,-14.009633925446636,-4.927077920846837,1.908773530896446,2,2-16
71-E2-Qu-Nov-11:53:44,5.249997081824724,3.7452243255133686,0.3489051257885926,4,4-46
48-E4-Fa-Nov-11:53:22,22.10161619190798,9.853303276614513,-0.01237820858270005,1,1-14
18-AE2-Ac-Nov-11:52:59,2.4799321406828123,3.4237112786327337,0.16603900156621273,4,4-1
64-A2-Pr-Nov-11:42:14,-22.602869019887248,1.5181666948140145,0.8315840029255955,2,2-19
23-AE2-Fa-Nov-11:41:29,10.461004127386186,6.116830288246843,0.19998503643740334,1,1-15
60-AE4-Fr-Nov-11:28:57,-17.35557456464565,11.0450591678083,-0.5958238217443169,2,2-21
50-A1-Ae-Nov-11:28:46,-10.235293968513453,0.45869458834388827,1.372610665801427,2,2-58
44-A4-Fr-Nov-11:28:35,-30.357614258153557,14.161914328208141,-1.1299854482484466,2,2-9
64-A2-Ae-Nov-11:21:28,-9.319055909613972,4.6004858137521145,1.221899406733949,4,4-47
38-AE2-So-Nov-11:21:05,-24.679515282829612,3.6264453945702795,-0.06658902541712032,2,2-55
34-E4-Qu-Nov-11:20:42,6.429859917317196,-0.42090922084320237,1.1088922902417628,1,1-35
1-AE2-Ti-Nov-11:20:31,-3.2124929024842723,2.882087301045305,1.3953358657467168,4,4-7
61-A1-Fr-Nov-11:13:09,-29.387564400026392,18.03079718189258,-1.8727462462178908,2,2-52
77-A1-Pr-Nov-11:12:59,-18.73247850437711,-1.3283043636087914,1.2730052637582925,2,2-28
75-AE4-Ac-Nov-11:12:36,-10.34122608899678,-3.223640044950222,0.7861999705931392,3,3-49
32-E4-Be-Nov-11:03:29,-19.549054615250498,0.2584412930375146,0.033078836567079044,2,2-27
28-AE4-Qu-Nov-11:03:06,8.723382581717118,0.7927737744218251,1.2458573128017927,1,1-2
48-E4-Ca-Nov-11:02:43,3.830861356490898,3.335827081538767,0.8091347079273751,4,4-27
2-E1-Fa-Nov-10:54:39,6.811491888632472,1.8064935824398514,0.8244908814349963,1,1-58
22-E1-Ca-Nov-10:54:28,-6.09984328444137,1.6396588261575673,1.2616561051355162,4,4-33
26-A4-Ac-Nov-10:54:06,-7.11640772637205,3.179334628463979,0.6844556957950475,4,4-40
66-A4-Pr-Nov-10:53:55,-15.094871906286569,-4.710627573390976,1.5173571670502226,2,2-57
57-AE2-Ae-Nov-10:44:55,-10.858594689349063,2.6408004551006723,1.405656747198677,2,2-59
15-AE2-Fr-Nov-10:44:43,-29.7738493850042,13.42697929940479,-1.2025862705771224,2,2-13
18-AE2-Be-Nov-10:44:32,-17.4032471538409,-5.147210677463969,-0.022800880488591708,2,2-31
59-A4-Ac-Nov-10:44:09,-8.129743925917126,0.38540018354673045,1.2209111472227765,4,4-2
71-E4-Be-Nov-10:43:58,-21.119881465248813,2.275299948753479,-0.27148043693420915,2,2-7
68-A1-So-Nov-10:36:44,-22.556197323853077,4.857008659478804,0.1359685290538227,2,2-47
52-A2-Ac-Nov-10:36:10,-4.3334168770196895,2.5537216788899073,0.7927846954760831,4,4-4
70-E1-Ti-Nov-10:27:40,-6.713023214609564,3.189050405041331,0.8417402550889568,4,4-28
48-E4-Ti-Nov-10:27:06,-4.842990221937249,5.40173529066369,0.6356653065370276,4,4-62
9-A2-Pr-Nov-10:17:49,-18.525699646418573,-2.320418011003906,1.3602318597486012,2,2-49
26-A4-So-Nov-10:16:53,-23.26929359413211,11.324997864824693,-0.6038391513056285,2,2-44
3-A2-So-Nov-10:06:36,-35.35723632320938,9.872256034593752,-0.6400949906147112,2,2-62
59-A4-So-Nov-10:06:14,-23.48522307922958,1.0305108337872844,0.8640437034149695,2,2-33
66-A4-Fr-Nov-10:06:02,-6.812772192964961,6.590820903712955,0.5439669273939809,4,4-52
59-A4-Fr-Nov-10:05:51,-16.857222760477867,12.663074484805417,-0.40589599765328316,2,2-12
54-A2-So-Nov-09:59:00,-23.26471324882368,8.391371267444248,-0.6115416285981027,2,2-1
73-A2-Ae-Nov-11:51:47,3.8646459118972167,1.1521297586327617,1.3610227718148125,4,4-58
41-AE2-Pr-Nov-11:51:13,-13.654184305472814,-3.716670812221284,1.5428551953095013,2,2-4
11-E2-Qu-Nov-11:51:03,10.252042038482875,-3.2762588223827187,1.0427109729424686,1,1-38
7-E4-Ca-Nov-11:38:47,-0.7509877501456437,3.8658239229124565,0.3443495379187672,4,4-35
6-A4-So-Nov-11:38:13,-26.555378683229897,11.270671764697488,-0.9857930520993546,2,2-32
62-E2-Ca-Nov-11:28:59,0.6492852713929649,0.838113966586256,0.7614751264622102,4,4-60
6-A4-Fr-Nov-11:28:36,-24.53293532282682,12.974521612787376,-1.2631634044421285,2,2-24
25-A2-So-Nov-11:20:01,-29.452804300873243,8.960242177704874,-0.5084161032570281,2,2-53
65-AE2-Ca-Nov-11:19:27,-7.660418961722709,0.5530592439845484,1.0098210218832544,4,4-53
7-E4-Be-Nov-11:19:16,-17.370345133188607,-0.43317894097111503,-0.49331282582966907,2,2-2
45-E4-Ti-Nov-11:19:05,-10.744032325746403,10.374066354850006,-0.27868701770370335,2,2-42
7-E4-Qu-Nov-11:08:45,4.361030994432392,2.91285685121995,0.5955476531851148,4,4-14
79-E4-Be-Nov-11:08:33,-19.620362364724848,-0.9525030258508479,-0.941881618099266,2,2-35
3-A2-Fr-Nov-11:08:22,-28.941725594574105,14.743972737576724,-1.7775563113264048,2,2-17
79-E4-Fa-Nov-11:08:10,11.47475123381123,3.924595816714426,-0.00611343288319927,1,1-60
76-E1-Be-Nov-11:07:49,-19.598185093680307,-3.255744043698356,-0.2962043717723081,2,2-20
52-A2-Fr-Nov-10:58:23,-14.404752909444696,7.327415203230602,-0.3196481242952309,2,2-54
73-A2-So-Nov-10:58:01,-18.049678954306682,3.0107814498983303,0.030960847387294644,2,2-63
65-AE2-So-Nov-09:51:45,-28.19344880831637,9.137904278919674,-0.8719937078297681,2,2-30
45-E4-Qu-Nov-09:51:34,4.439730778078733,5.738836326374403,0.3276209774943267,4,4-12
67-AE2-Fr-Nov-09:51:23,-3.899691033654133,7.077420130079695,0.16566380243039486,4,4-57
42-AE4-Fr-Nov-09:38:52,-13.48082396467427,5.321322336986587,-0.34961252523297853,2,2-56
12-E4-Ti-Nov-09:38:30,-2.2671560484034434,4.021187018004219,-0.01876917879406554,4,4-26
74-A4-So-Nov-09:38:18,-24.460673711498337,6.120464294631102,-0.9083052493810344,2,2-23
16-AE4-Ca-Nov-15:46:56,-0.36971768541502303,1.158152383164978,0.4683002040837512,4,4-42
49-AE4-Fa-Nov-15:46:23,18.41520913690411,9.239855136712578,-0.506805455674875,1,1-36
30-E4-Ti-Nov-15:38:53,-4.05793548305442,4.029675727211366,0.19462486295217163,4,4-63
24-AE4-So-Nov-15:38:19,-24.45751935766851,4.945091738613391,-0.4635209277521008,2,2-26
14-AE4-So-Nov-15:38:08,-27.034266915372044,13.441678172792894,-1.4942320025389724,2,2-34
30-E4-Be-Nov-15:26:27,-16.281158786132558,-2.872707509130253,-0.5434764553456691,2,2-51
5-E2-Be-Nov-15:20:57,-13.983411648838569,-0.20418626186607589,-0.8530007744669873,2,2-15
49-AE4-Be-Nov-15:13:20,-26.463210481277788,7.424015745575073,-2.0764328631938778,2,2-29
42-AE4-Pr-Nov-15:13:09,-9.562918871842422,-1.7208897703319426,0.7043589016840188,3,3-52
40-A4-Pr-Nov-15:12:57,-22.326477045454936,0.9096265144173376,0.46246835062197017,2,2-40
69-A2-Fr-Nov-15:12:36,-20.432037610276815,16.387842882955447,-2.1662118660512153,2,2-37
37-E2-Ca-Nov-15:06:54,4.895923374898442,3.824335011203991,0.26393903416771447,4,4-37
40-A4-Fr-Nov-15:06:43,-15.65132767710783,14.699670366769764,-1.428775080131612,2,2-22
51-E2-Ca-Nov-15:06:32,-6.05563367026606,-1.0274146507579733,0.5160118328174511,4,4-48
53-A4-Pr-Nov-15:02:04,-15.62251900724524,-0.505287180517702,0.6721869619054481,2,2-60
21-A4-Pr-Nov-15:01:42,-15.744902485798631,1.2582051486755386,0.4272247113084239,2,2-43
37-E2-Be-Nov-14:56:04,-16.617718077994578,1.5706114900260526,-1.0453026002867,2,2-45
36-AE4-Pr-Nov-14:55:41,-12.191820338973626,-2.30802524544599,0.9610195914334718,2,2-8
21-A4-Fr-Nov-14:55:07,-9.211658287703784,12.488736801184768,-1.166403502479226,4,4-32
26-A4-So-Sep-14:41:34,-12.761216029682297,2.2394399197204495,0.31635608485279815,2,2-41
26-A4-Ac-Sep-14:41:11,1.7685562001486776,-4.958714611002616,0.6922176894100962,3,3-20
59-A4-Ac-Sep-handwritten-14:33:28,-0.9978983335047859,-8.763511792223039,1.305763566248544,3,3-1
75-AE4-So-Sep-14:33:16,-4.5442290194562585,-4.695501769475617,0.89120541512755,3,3-30
71-E4-Be-Sep-14:18:49,-2.859080757529622,-5.552756660578638,-0.06465459177130438,3,3-18
79-E4-Ti-Sep-14:18:37,-2.1069344330995357,-1.5613449183466772,1.211375576834305,4,4-23
69-A2-Fr-Sep-14:18:26,-4.559640278180785,-10.340376769639553,0.6479999756471123,3,3-38
49-AE4-So-Sep-14:18:14,-15.189687139159862,6.666097444420083,-0.5508145572273703,2,2-25
53-A4-Fr-Sep-14:18:03,-1.0827562205474233,-5.6234746499183235,0.173594353779509,3,3-24
32-E4-Be-Sep-14:08:49,-6.066190508542532,-6.717721017887259,-0.2698811672419952,3,3-19
3-A2-Fr-Sep-14:03:05,-3.482800560189762,-10.955939613408724,0.32478124576644224,3,3-12
32-E4-Ca-Sep-13:56:39,6.341033968134044,-2.428673659437269,0.8442198823689548,1,1-24
5-E2-Be-Sep-13:56:05,0.01006234928118411,-5.82457126437557,-0.05604793978430116,3,3-41
12-E4-Ti-Sep-13:55:42,4.777359504135282,-0.16482937565217368,1.0722900491318612,4,4-51
24-AE4-Fr-Sep-13:49:54,-6.442601655090544,-9.898578079943839,0.5816376672887952,3,3-42
58-E4-Qu-Sep-13:43:42,6.683630052171667,-4.192010326461359,0.64172963885726,1,1-49
53-A4-Pr-Sep-13:43:20,-4.384605478733127,-5.746405019881123,1.0655762109943723,3,3-21
68-A1-So-Sep-13:36:03,-11.304922753834916,-4.771298544729659,0.13120796710630603,3,3-23
10-A4-So-Sep-13:35:51,-6.916174130146607,-5.02315852832984,0.9808640853863966,3,3-5
36-AE4-Ac-Sep-13:29:17,2.771560975801419,-8.073461721570563,1.3542648136334139,3,3-6
10-A4-Fr-Sep-13:29:07,-7.100316589067347,-11.589073490954123,0.7521402745679459,3,3-29
78-AE2-Ac-Sep-13:28:55,1.0679039476622874,-6.929125371721297,1.2741406365877375,3,3-55
44-A4-So-Sep-13:28:44,-18.430273321379946,8.27876791261729,0.4418490390386115,2,2-3
10-A4-Ae-Sep-13:22:38,7.803572444005823,-1.5458915337221562,2.089094797033617,1,1-52
34-E4-Ti-Sep-13:22:15,-8.271813281154897,3.813119723117261,1.3682635685545261,4,4-40
54-A2-So-Sep-13:22:04,-9.87547247080414,3.9469834600341702,0.3128998006212697,2,2-39
15-AE2-Ca-Sep-13:14:38,0.7805435510257626,3.4194646522353622,1.0279883019715885,4,4-15
21-A4-Ac-Sep-13:14:28,-1.109294284133162,-0.4209305208952088,1.166396126105146,4,4-45
21-A4-So-Sep-11:46:13,-16.10907725397974,6.86057535636327,0.02640820800084452,2,2-38
1-AE2-Pr-Sep-11:45:52,-0.5155297887094977,-8.02768950877761,1.580483241883375,3,3-11
76-E1-Be-Sep-11:35:59,-6.580911763332787,-8.5527849375181475,0.003049921527757106,3,3-51
