sample,Dim.1,Dim.2,Dim.3,cluster,cc
49-AE4-Be-Sep-11:35:25,-11.330440741481626,0.2150257305312217,-0.6521450579558995,2,2-10
4-E1-Qu-Sep-11:35:13,11.863625840717566,-1.8432912489643412,1.0745509871863228,1,1-44
54-A2-Ac-Sep-11:30:10,-2.4287686363391465,-5.424577413317236,0.7580925942748822,3,3-3
74-A4-Ae-Sep-11:29:58,3.552657157442523,-2.2367165502415527,2.523664056144415,4,4-24
22-E1-Ca-Sep-11:29:24,-4.1983008123740575,1.361702896587943,1.0512567748223522,4,4-56
14-AE4-Be-Sep-11:24:24,-2.980036428339112,-4.1415432955283915,0.6250275519129735,3,3-22
36-AE4-Ti-Sep-11:23:50,2.1312268769230798,-1.891845233514063,1.439528511763682,4,4-11
18-AE2-Be-Sep-11:23:39,-3.074329484885221,-7.925045808354884,0.11968998905778404,3,3-4
60-AE4-Be-Sep-11:18:07,-5.007823998197476,-9.120977040501769,-0.27532616255994036,3,3-53
73-A2-Ae-Sep-11:17:45,5.213495630705901,-1.5280757975739665,1.792756104887101,1,1-63
15-AE2-Fr-Sep-11:12:15,-13.218968715465616,3.8744522824541985,0.453708075708975,2,2-11
44-A4-Pr-Sep-11:12:04,-11.13260357096638,0.8796862054230091,1.0748773402080958,2,2-14
14-AE4-Pr-Sep-11:03:27,-3.6286978735270248,-7.023257855090834,1.5076454512674164,3,3-10
39-A2-Fr-Sep-2-11:03:16,-22.207066718550067,10.048312342127927,-1.1069211125638985,2,2-50
39-A2-Fr-Sep-10:56:59,-30.299902392885265,10.285722436331703,-1.3640978872491785,2,2-61
43-E2-Ti-Sep-10:56:47,6.873617363553179,3.8925565109796922,1.1544328406370095,1,1-37
17-A1-So-Sep-10:56:36,-6.777321154582069,-3.6116016752840268,0.5297789624470313,3,3-17
50-A1-Ae-Sep-10:51:31,2.472124337246191,1.3177648055934128,1.1642107331421798,4,4-59
77-A1-Pr-Sep-10:51:09,-0.8602651661612146,-8.110204761824246,1.6144541255325158,3,3-36
31-A1-Pr-Sep-10:45:29,-1.4216921951869024,-4.883879925872138,1.4933330817259336,3,3-43
20-E1-Ti-Sep-10:45:06,-6.513875477508815,-0.08634320366080199,1.6449832233396289,4,4-17
74-A4-Pr-Sep-10:44:33,1.3911717868065487,-6.032369117789814,1.4947666776143755,3,3-14
67-AE2-Fr-Sep-10:39:02,1.3141745146636683,-10.911869601634736,1.0330698163934162,3,3-27
74-A4-Ac-Sep-10:38:41,2.4201246309556894,-7.295878538975717,1.5092909345830223,3,3-62
33-A1-Ae-Sep-10:32:53,-14.002291348067171,-1.8529350422332216,2.4389347392695777,2,2-6
25-A2-Pr-Sep-10:32:42,-1.6803364222135022,-6.443392756920284,1.1487100579685339,3,3-57
10-A4-Pr-Sep-10:32:08,-9.035109209504851,-5.192489416490758,1.4437902859092608,3,3-15
9-A2-Pr-Sep-10:25:20,-11.00394178846829,-8.007270278549358,0.9211863892467677,3,3-56
65-AE2-Ca-Sep-10:25:08,4.520370834203707,-1.686603895237163,1.0829407766317263,4,4-55
59-A4-Ae-Sep-10:24:57,4.080766528434271,-4.79683688520984,2.2397727872182047,3,3-60
13-E2-Ca-Sep-10:24:46,2.6823779481539467,-1.745078617290046,0.8944149251668116,4,4-6
60-AE4-Fr-Sep-10:24:34,-0.08651925657739486,-13.38358170066214,0.4608870170674926,3,3-40
40-A4-Ae-Sep-10:17:15,-0.674480511161728,0.46019330589152196,2.221348228822263,4,4-36
64-A2-Ae-Sep-10:17:04,9.321570526947786,-0.42363245264510707,1.725038586856685,1,1-5
52-A2-Ac-Sep-10:09:54,-0.9885764151557812,-7.209181851257081,0.9884201645257364,3,3-28
66-A4-Fr-Sep-10:01:42,-10.572562861389969,-10.775280411517514,0.5940269586284607,3,3-61
28-AE4-Fr-Sep-10:01:31,-19.674076677426427,5.2379704609522255,-0.46541519826046546,2,2-46
16-AE4-Be-Sep-10:01:20,-4.1262950002951975,-3.106832403484652,-0.22920024497413052,3,3-8
57-AE2-Qu-Sep-09:53:43,7.917623613603964,1.0083471000629418,0.6648532489468657,1,1-56
26-A4-Ae-July-09:53:20,14.653392740629563,1.3647927943434013,0.9649699903040024,1,1-21
35-A2-Ac-July-09:34:14,15.608857973592137,-3.2455659063642615,-0.5293806433053843,1,1-31
78-AE2-Ac-July-09:34:03,25.05286101924252,-1.2713705564371902,-0.30855770776107394,1,1-22
9-A2-Ac-July-09:33:52,19.109664279978094,0.8457711213827412,-0.5090999070171353,1,1-32
29-E2-Fa-July-09:33:41,25.701748904724045,2.416836211892099,-1.2537666428835452,1,1-12
34-E4-Qu-July-09:33:30,16.625388710680106,6.860762563242778,-1.6660184427995728,1,1-41
43-E2-Ti-July-09:22:39,12.937868300570589,2.3980351109054014,0.365007749278619,1,1-19
10-A4-Fr-July-09:21:43,1.6862004160823727,-13.078300576077313,-1.333760997917111,3,3-26
33-A1-Ae-July-16:29:01,13.434787094885017,2.603372776905668,0.2517645141967054,1,1-20
29-E2-Ti-July-16:28:49,17.275006955543713,4.974600141834089,0.14256190696327592,1,1-61
75-AE4-Ca-July-16:28:38,12.368742284736825,-6.227616160974945,-0.6799464641911307,1,1-40
55-AE4-Ca-July-16:28:15,16.18855640706097,-5.137395254140482,0.07182028742090497,1,1-53
51-E2-Qu-July-16:21:57,22.603008018317844,-2.6534037720450963,-0.9435687104190329,1,1-42
49-AE4-So-July-16:16:29,4.335449113011144,-2.3103817684789956,-0.3128798736640769,4,4-13
69-A2-Pr-July-16:16:18,0.15487842626646398,-4.475508647401638,0.3517175670583167,3,3-2
43-E2-Be-July-16:15:44,8.176953772100738,-4.544520136420003,-1.1166059802550563,1,1-18
39-A2-Ae-July-16:07:42,2.547726896258283,-3.1754087411443646,1.1293539734058788,4,4-21
21-A4-Pr-July-16:07:19,-11.726877348024775,6.419046374240165,-0.8978046802468543,2,2-48
65-AE2-Ca-July-15:59:27,8.988287466691547,-2.2136304845474637,-0.1896896485542208,1,1-30
45-E4-Ti-July-15:58:53,14.28400836948735,4.098418824963281,0.46461448329918503,1,1-23
6-A4-So-July-15:30:25,-4.557850408215788,0.972277350469381,-0.8342650278947557,4,4-20
8-A1-Fr-July-15:30:03,4.624292839336522,-6.686584353279989,-1.72964314387383,3,3-34
9-A2-Pr-July-15:03:12,-0.23992547360036198,-1.2315783286345587,0.04455693864373398,4,4-54
42-AE4-Pr-July-15:02:49,8.426568024628441,-5.934993919212715,0.2655274833751888,1,1-62
73-A2-Ae-July-14:49:19,13.116680505442563,0.23655657849536632,0.34534402860549857,1,1-6
25-A2-Pr-July-14:48:35,-0.8719972381504928,-3.768410894049737,0.2594054305869881,3,3-31
54-A2-Ac-July-14:48:23,14.618126293676259,-1.9503651078804431,-0.566415841868302,1,1-50
60-AE4-Ti-July-14:42:25,15.689469392772162,-0.3520505611524222,0.04261917945790042,1,1-43
40-A4-Ac-July-14:42:13,3.810777089772171,-3.0207475546047062,-0.7405192071805601,4,4-30
42-AE4-Fr-July-14:41:28,3.8920391893956157,-9.89826800688124,-1.4738944138998975,3,3-32
44-A4-Pr-July-14:35:14,0.6193931186489893,-0.21494681810644078,-0.19390590536404947,4,4-34
48-E4-Be-July-14:34:51,8.878184387050224,-3.7788858604644484,-1.4345290292536403,1,1-55
74-A4-Ae-July-14:27:34,7.435818284731676,-2.6420244288351102,0.5397271482963484,1,1-26
60-AE4-Ac-July-14:27:24,13.599321374136307,-4.426248567275874,-0.8535271820448489,1,1-47
23-AE2-Fa-July-14:27:13,33.79320445104159,9.571707290766923,-1.523514910713538,1,1-59
24-AE4-Fr-July-14:17:44,1.2015982789389617,-8.118866472700354,-1.32564394748361,3,3-47
11-E2-Qu-July-14:17:33,13.453108861973742,-8.637693815184253,-1.0848256180695632,1,1-1
16-AE4-Ca-July-14:11:18,5.855156905184419,0.5555279650937814,-1.3309417288676249,1,1-16
38-AE2-So-July-14:10:33,0.1774670453756796,-3.0497793195504292,-0.8916813821671192,4,4-29
2-E1-Fa-July-13:54:50,29.800737044667557,11.421291829205526,-2.6781737331165547,1,1-7
74-A4-Pr-July-13:49:07,1.2080744653693132,-3.0371052017161992,-0.28668619346052365,4,4-49
48-E4-Ca-July-13:48:44,10.488799065502198,-1.4871736067015162,-1.7060945156314777,1,1-45
57-AE2-Qu-July-13:39:50,16.845231623791918,0.6908249061825287,-2.3609511244674066,1,1-3
17-A1-So-July-13:39:05,-6.500667958512358,-1.5977911009392705,-2.3434900049418124,3,3-48
27-E1-Be-July-13:33:18,0.821916291661758,-6.097879573684843,-2.0655660676050887,3,3-37
28-AE4-Ti-July-13:25:39,13.09234416800196,4.421872758368379,-1.1507481423320338,1,1-28
52-A2-Ac-July-13:25:16,18.507882094950876,-1.2206405474875834,-1.6798288152851937,1,1-51
70-E1-Ti-July-13:14:55,18.952197271106225,2.0398827205228196,-0.5881101337366901,1,1-25
59-A4-Ac-July-13:07:30,10.478853908822098,-6.601360443418529,-1.3499383985388862,1,1-11
44-A4-Ae-July-13:06:45,7.475957378309913,-0.22853590916590458,-0.6229164244095022,1,1-4
1-AE2-Ti-July-11:54:53,10.322502203502603,-2.0599003413931762,-0.7006478317460824,1,1-9
44-A4-So-July-11:54:43,-4.6416044789099775,-1.6909777522506233,-1.8351303601739801,4,4-3
13-E2-Ca-July-11:54:32,11.6706950373451,1.1383355535947413,-1.4868449202047915,1,1-10
7-E4-Ti-July-11:46:07,9.570619665797352,2.5935635883661545,-0.8627154009202531,1,1-33
67-AE2-Fr-July-11:45:33,-4.847402534278996,-14.101910938064664,-2.521833144737329,3,3-46
15-AE2-Ca-July-11:07:40,0.8419271353278389,3.934349236394168,-1.8997841700896034,4,4-8
1-AE2-Pr-July-11:07:28,5.208608692117839,-4.402211356592414,-0.970298369750745,1,1-13
14-AE4-Pr-July-11:07:17,-5.704764201716192,-2.7602641079428674,-1.5190178439643791,3,3-44
28-AE4-Fr-July-11:07:06,-7.790512568770589,-6.300306973600259,-2.8705150921364266,3,3-33
